R	4A1_1A1	1B1_4A1	5B1_1A1	5B1_1B1	6B1_1A1	6B1_1B1	1B2_4A1	5B2_1A1	5B2_1B2	6B2_1A1	6B2_1B2	1A2_5B1	1A2_6B1	1A2_5B2	1A2_6B2	2A2_5B1	2A2_6B1	2A2_5B2	2A2_6B2	5A2_1B1	5A2_1B2	5A2_1A2	5A2_2A2	6A2_1B1	6A2_1B2	6A2_1A2	6A2_2A2
3.77	11880.710408458166	11844.81972223727	11806.20316107024	11770.312474849343	12018.013736993817	11982.12305077292	11844.81972223727	11806.20316107024	11770.312474849343	12018.013736993817	11982.12305077292	11806.20316107024	12018.013736993817	11806.20316107024	12018.013736993817	11756.437288737347	11968.247864660923	11756.437288737347	11968.247864660923	11857.832373067766	11857.832373067766	11893.723059288663	11843.95718695577	12081.509942217715	12081.509942217715	12117.400628438612	12067.63475610572
3.83	11910.25608315751	11876.14314142763	11836.24484842764	11802.13190669776	12046.225005932167	12012.112064202287	11876.14314142763	11836.24484842764	11802.13190669776	12046.225005932167	12012.112064202287	11836.24484842764	12046.225005932167	11836.24484842764	12046.225005932167	11789.042439760684	11999.022597265212	11789.042439760684	11999.022597265212	11889.111897322262	11889.111897322262	11923.224839052142	11876.022430385186	12110.416945736128	12110.416945736128	12144.529887466007	12097.327478799052
3.9	11942.005283143488	11909.933455444989	11868.661251294106	11836.589423595608	12076.224993126685	12044.153165428186	11909.933455444989	11868.661251294106	11836.589423595608	12076.227187874727	12044.155360176228	11868.661251294106	12076.224993126685	11868.661251294106	12076.227187874727	11824.39102366456	12031.95476549714	11824.39102366456	12031.956960245181	11922.8561216557	11922.8561216557	11954.927949354198	11910.657721724652	12141.174120356081	12141.174120356081	12173.24594805458	12128.975720425035
3.98	11974.908919675843	11945.10207015922	11902.436202100129	11872.629352583506	12106.894377924793	12077.08752840817	11945.10207015922	11902.436202100129	11872.629352583506	12106.894377924793	12077.08752840817	11902.436202100129	12106.894377924793	11902.436202100129	12106.894377924793	11861.398835765067	12065.857011589731	11861.398835765067	12065.857011589731	11957.967672970772	11957.967672970772	11987.774522487394	11946.737156152332	12172.622640084985	12172.622640084985	12202.429489601607	12161.392123266545
4.06	12004.434841642811	11976.79420674601	11932.947565164039	11905.306930267237	12133.949015568694	12106.308380671893	11976.79420674601	11932.947565164039	11905.306930267237	12133.949015568694	12106.308380671893	11932.947565164039	12133.949015568694	11932.947565164039	12133.949015568694	11894.987233162261	12095.988683566917	11894.987233162261	12095.988683566917	11989.60055141036	11989.60055141036	12017.241186307161	11979.280854305383	12200.359843845668	12200.359843845668	12228.00047874247	12190.040146740692
4.14	12030.82447115425	12005.233729281012	11960.443346814878	11934.85260494164	12157.650080850712	12132.059338977473	12005.233729281012	11960.443346814878	11934.85260494164	12157.650080850712	12132.059338977473	11960.443346814878	12157.650080850712	11960.443346814878	12157.650080850712	11925.380079931769	12122.586813967602	11925.380079931769	12122.586813967602	12017.976426302077	12017.976426302077	12043.567168175316	12008.503901292206	12224.653490624696	12224.653490624696	12250.244232497935	12215.180965614825
4.23	12057.04729996428	12033.611798970669	11988.053255264036	11964.617754270424	12180.607127145646	12157.171626152034	12033.611798970669	11988.053255264036	11964.617754270424	12180.609321893673	12157.173820900061	11988.053255264036	12180.607127145646	11988.053255264036	12180.609321893673	11956.020933005348	12148.574804886957	11956.020933005348	12148.576999634985	12046.277679860184	12046.277679860184	12069.713180853796	12037.680858595108	12248.19214472633	12248.19214472633	12271.627645719942	12239.595323461253
4.32	12079.931919623763	12058.473885043204	12012.485171069842	11991.027136489283	12199.971373766777	12178.513339186218	12058.473885043204	12012.485171069842	11991.027136489283	12199.973568514819	12178.51553393426	12012.485171069842	12199.971373766777	12012.485171069842	12199.973568514819	11983.220423895196	12170.706626592131	11983.220423895196	12170.708821340173	12071.051976085932	12071.051976085932	12092.51001066649	12063.245263491845	12268.074351436037	12268.074351436037	12289.532386016595	12260.26763884195
4.42	12101.804761234758	12082.335166807461	12036.271831475562	12016.802237048265	12217.654444685933	12198.184850258636	12082.335166807461	12036.271831475562	12016.802237048265	12217.654444685933	12198.184850258636	12036.271831475562	12217.654444685933	12036.271831475562	12217.654444685933	12009.776854133	12191.159467343372	12009.776854133	12191.159467343372	12094.801325799912	12094.801325799912	12114.270920227209	12087.775942884648	12286.321472177573	12286.321472177573	12305.79106660487	12279.296089262309
4.53	12121.899858379693	12104.469183260691	12058.713112405021	12041.28243728602	12232.804778411737	12215.374103292736	12104.363835429569	12058.713112405021	12041.177089454897	12232.804778411737	12215.268755461613	12058.713112405021	12232.804778411737	12058.713112405021	12232.804778411737	12034.970346910224	12209.06201291694	12034.970346910224	12209.06201291694	12116.783904738098	12116.678556906976	12134.2145798571	12110.471814362303	12302.283862029828	12302.178514198706	12319.71453714883	12295.971771654033
4.64	12138.415324264191	12122.663630074181	12077.842521135477	12062.090826945467	12244.039684701303	12228.287990511293	12122.663630074181	12077.842521135477	12062.090826945467	12244.041879449345	12228.290185259335	12077.842521135477	12244.039684701303	12077.842521135477	12244.041879449345	12056.492029134068	12222.689192699894	12056.492029134068	12222.691387447936	12134.7983823869	12134.7983823869	12150.55007657691	12129.199584575501	12314.444951269135	12314.444951269135	12330.196645459146	12308.846153457736
4.76	12153.003802940599	12138.700641284973	12095.598018715027	12081.294857059402	12252.478484232182	12238.175322576557	12138.700641284973	12095.598018715027	12081.294857059402	12252.478484232182	12238.175322576557	12095.598018715027	12252.478484232182	12095.598018715027	12252.478484232182	12076.242551086063	12233.123016603218	12076.242551086063	12233.123016603218	12150.58958199175	12150.58958199175	12164.892743647375	12145.537276018411	12324.191819584536	12324.191819584536	12338.494981240161	12319.139513611197
4.89	12165.120997268998	12152.231252228987	12111.498955672025	12098.609210632014	12257.539569222645	12244.649824182634	12152.231252228987	12111.498955672025	12098.609210632014	12257.539569222645	12244.649824182634	12111.498955672025	12257.539569222645	12111.498955672025	12257.539569222645	12094.081449016317	12240.122062566938	12094.081449016317	12240.122062566938	12163.81292845952	12163.81292845952	12176.70267349953	12159.285166843823	12331.500324747554	12331.500324747554	12344.390069787565	12326.972563131858
5.03	12174.569380075365	12162.917471957422	12125.426815687097	12113.774907569154	12258.972738545679	12247.320830427736	12162.917471957422	12125.426815687097	12113.774907569154	12258.97493329372	12247.323025175778	12125.426815687097	12258.972738545679	12125.426815687097	12258.97493329372	12109.701458448631	12243.247381307214	12109.701458448631	12243.249576055256	12174.10628861298	12174.10628861298	12185.758196730923	12170.032839492458	12336.350714075787	12336.350714075787	12348.00262219373	12332.277264955264
5.19	12181.588178746519	12171.051201760114	12138.018075193133	12127.481098206728	12256.455364513764	12245.91838752736	12171.051201760114	12138.018075193133	12127.481098206728	12256.455364513764	12245.91838752736	12138.018075193133	12256.455364513764	12138.018075193133	12256.455364513764	12123.815871897474	12242.253161218105	12123.815871897474	12242.253161218105	12181.719863504215	12181.719863504215	12192.25684049062	12178.05463719496	12321.32987040955	12321.32987040955	12331.866847395955	12317.664644100296
5.35	12185.380700342328	12175.708453410421	12147.758359264408	12138.086112332501	12250.597586633128	12240.925339701222	12175.708453410421	12147.758359264408	12138.086112332501	12250.59978138117	12240.927534449263	12147.758359264408	12250.597586633128	12147.758359264408	12250.59978138117	12134.732539970617	12237.571767339337	12134.732539970617	12237.57396208738	12185.799896893805	12185.799896893805	12195.472143825711	12182.44632453192	12297.854863976158	12297.854863976158	12307.527110908064	12294.501291614273
5.54	12186.48904722977	12177.714451523061	12156.19496404726	12147.42036834055	12240.622464721077	12231.847869014367	12177.714451523061	12156.19496404726	12147.42036834055	12240.622464721077	12231.847869014367	12156.19496404726	12240.622464721077	12156.19496404726	12240.622464721077	12144.389423716144	12228.816924389961	12144.389423716144	12228.816924389961	12187.072849734614	12187.072849734614	12195.847445441323	12184.041905110207	12272.378248926208	12272.378248926208	12281.152844632918	12269.347304301802
5.74	12185.341194927489	12177.156985969763	12162.792371443822	12154.608162486096	12228.895935244567	12220.711726286841	12177.156985969763	12162.792371443822	12154.608162486096	12228.898129992609	12220.713921034883	12162.792371443822	12228.895935244567	12162.792371443822	12228.898129992609	12151.787913498963	12217.891477299709	12151.787913498963	12217.89367204775	12185.771365194232	12185.771365194232	12193.955574151958	12182.9511162071	12249.210506994	12249.210506994	12257.394715951727	12246.390258006868
5.96	12182.246602634841	12174.521095668359	12167.833703676966	12160.108196710484	12215.971074260873	12208.24556729439	12174.521095668359	12167.833703676966	12160.108196710484	12215.971074260873	12208.24556729439	12167.833703676966	12215.971074260873	12167.833703676966	12215.971074260873	12157.45035892869	12205.587729512597	12157.45035892869	12205.587729512597	12182.387066384705	12182.387066384705	12190.112573351187	12179.729228602911	12227.912688895667	12227.912688895667	12235.63819586215	12225.254851113874
6.21	12177.661777595014	12170.287430040655	12171.575746117742	12164.201398563382	12202.67749593062	12195.30314837626	12170.287430040655	12171.575746117742	12164.201398563382	12202.67749593062	12195.30314837626	12171.575746117742	12202.67749593062	12171.575746117742	12202.67749593062	12161.668661320102	12192.77041113298	12161.668661320102	12192.77041113298	12177.43571874642	12177.43571874642	12184.810066300779	12174.902981503139	12208.546247551465	12208.546247551465	12215.920595105825	12206.013510308185
6.5	12172.157353874558	12165.041986364464	12174.079951636479	12166.964584126385	12190.035757244608	12182.920389734514	12165.041986364464	12174.079951636479	12166.964584126385	12190.035757244608	12182.920389734514	12174.079951636479	12190.035757244608	12174.079951636479	12190.035757244608	12164.524026250947	12180.479831859077	12164.524026250947	12180.479831859077	12171.542824922071	12171.542824922071	12178.658192432165	12169.102267046634	12191.49087404806	12191.49087404806	12198.606241558155	12189.050316172623
6.82	12166.76486222932	12159.81410069755	12174.608885515161	12167.65812398339	12180.378873524038	12173.428111992267	12159.81410069755	12174.608885515161	12167.65812398339	12180.378873524038	12173.428111992267	12174.608885515161	12180.378873524038	12174.608885515161	12180.378873524038	12165.274629507112	12171.044617515989	12165.274629507112	12171.044617515989	12165.79917386474	12165.79917386474	12172.74993539651	12163.415679388461	12177.958068356005	12177.958068356005	12184.908829887776	12175.574573879727
7.19	12161.874967461306	12155.018580020449	12169.143967209515	12162.287579768657	12178.03707921064	12171.180691769783	12155.018580020449	12169.143967209515	12162.287579768657	12178.03707921064	12171.180691769783	12169.143967209515	12178.03707921064	12169.143967209515	12178.03707921064	12159.939201236077	12168.832313237202	12159.939201236077	12168.832313237202	12160.604209368554	12160.604209368554	12167.460596809411	12158.255830835973	12167.366222718498	12167.366222718498	12174.222610159355	12165.017844185917
7.62	12157.93759261952	12151.12948958567	12166.167891236226	12159.359788202375	12173.395190796597	12166.587087762746	12151.12948958567	12166.167891236226	12159.359788202375	12173.395190796597	12166.587087762746	12166.167891236226	12173.395190796597	12166.167891236226	12173.395190796597	12157.026772906087	12164.254072466458	12157.026772906087	12164.254072466458	12153.690758503566	12153.690758503566	12160.498861537417	12151.357743207278	12165.1780606432	12165.1780606432	12171.986163677051	12162.845045346912
8.14	12155.077838192607	12148.287293118134	12163.999481893305	12157.208936818832	12170.067955436156	12163.277410361683	12148.287293118134	12163.999481893305	12157.208936818832	12170.067955436156	12163.277410361683	12163.999481893305	12170.067955436156	12163.999481893305	12170.067955436156	12154.882505741713	12160.950979284564	12154.882505741713	12160.950979284564	12148.781111028147	12148.781111028147	12155.57165610262	12146.454679951028	12163.878770825904	12163.878770825904	12170.669315900377	12161.552339748785
8.76	12153.337404368373	12146.549054066883	12162.610207481179	12155.82185717969	12168.213394788647	12161.425044487158	12146.549054066883	12162.610207481179	12155.82185717969	12168.213394788647	12161.425044487158	12162.610207481179	12168.213394788647	12162.610207481179	12168.213394788647	12153.495426102585	12159.098613410053	12153.495426102585	12159.098613410053	12145.927940845344	12145.927940845344	12152.716291146833	12143.60150976824	12163.121583375512	12163.121583375512	12169.909933677001	12160.795152298408
9.55	12152.42219515884	12145.63165010931	12161.850825257803	12155.060280208272	12167.29160133499	12160.501056285459	12145.63165010931	12161.850825257803	12155.060280208272	12167.29160133499	12160.501056285459	12161.850825257803	12167.29160133499	12161.850825257803	12167.29160133499	12152.733849131153	12158.17462520834	12152.733849131153	12158.17462520834	12144.481603059001	12144.481603059001	12151.272148108532	12142.155171981882	12162.711165816218	12162.711165816218	12169.501710865748	12160.384734739098
10.56	12152.066646250663	12145.27390645309	12161.554534521783	12154.76179472421	12166.940441922896	12160.147702125323	12145.27390645309	12161.554534521783	12154.76179472421	12166.940441922896	12160.147702125323	12161.554534521783	12166.940441922896	12161.554534521783	12166.940441922896	12152.435363647091	12157.821271048204	12152.435363647091	12157.821271048204	12143.946084936208	12143.946084936208	12150.73882473378	12141.619653859088	12162.544365089852	12162.544365089852	12169.337104887425	12160.217934012733
11.96	12151.978856403875	12145.186116606303	12161.482107886332	12154.689368088759	12166.852652076093	12160.05991227852	12145.188311354344	12161.482107886332	12154.6915628368	12166.852652076093	12160.062107026562	12161.482107886332	12166.852652076093	12161.482107886332	12166.852652076093	12152.362937011654	12157.733481201416	12152.362937011654	12157.733481201416	12143.82537389375	12143.827568641791	12150.618113691322	12141.498942816645	12162.500470153973	12162.502664902015	12169.293209951546	12160.174039076868
14.03	12151.970077436665	12145.177337639092	12161.473328894164	12154.680589096592	12166.839483612814	12160.046743815241	12145.177337639092	12161.473328894164	12154.680589096592	12166.839483612814	12160.046743815241	12161.473328894164	12166.839483612814	12161.473328894164	12166.839483612814	12152.35196327143	12157.71811799008	12152.35196327143	12157.71811799008	12143.816594926553	12143.816594926553	12150.609334724126	12141.487969101392	12162.489496438735	12162.489496438735	12169.282236236308	12160.160870613574
17.58	12151.967882688623	12145.17514289105	12161.47332891912	12154.680589121548	12166.837288864772	12160.0445490672	12145.17514289105	12161.471134171079	12154.678394373506	12166.837288864772	12160.0445490672	12161.47332891912	12166.837288864772	12161.471134171079	12166.837288864772	12152.354158044429	12157.71811799008	12152.351963296387	12157.71811799008	12143.820984422622	12143.820984422622	12150.613724220195	12141.494553345503	12162.485106967593	12162.485106967593	12169.277846765166	12160.158675890474
25.83	12151.970077436665	12145.177337639092	12161.473328894164	12154.680589096592	12166.837288864772	12160.0445490672	12145.177337639092	12161.473328894164	12154.680589096592	12166.837288864772	12160.0445490672	12161.473328894164	12166.837288864772	12161.473328894164	12166.837288864772	12152.351963271445	12157.715923242053	12152.351963271445	12157.715923242053	12143.823179170664	12143.823179170664	12150.615918968237	12141.494553345517	12162.485106942637	12162.485106942637	12169.27784674021	12160.15648111749
