R	12B1_8B1	12B2_8B2	8A2_12B1	8A2_12B2	12A2_8B1	12A2_8B2	12A2_8A2
3.16	2201.2866439704667	2201.2888387185085	2115.092372545827	2115.0945672938687	2148.0925778921955	2148.0925778921955	2061.898306467556
3.2	2169.0216786190285	2169.076547270146	2084.030128147773	2084.087191546947	2116.1590192204894	2116.156824472433	2031.167468749234
3.24	2135.8458935541275	2135.8458935541275	2051.9407425148675	2051.9407425148675	2083.2992776239844	2083.2992776239844	1999.3941265847243
3.28	2101.9151157619635	2101.9173105100053	2018.9537056068511	2018.955900354893	2049.789891131324	2049.789891131324	1966.8284809762117
3.33	2058.7773772233486	2058.781766719432	1987.1057420588331	1987.1101315549167	2007.2425393416925	2007.2425393416925	1935.570904177177
3.37	2024.0060116051463	2024.01040110123	1964.6249557145493	1964.629345210633	1972.9935233580327	1972.9935233580327	1913.6124674674356
3.42	1980.7585357642965	1980.7629252603801	1938.1475363313657	1938.1519258274493	1930.4659243007627	1930.4659243007627	1887.8549248678319
3.47	1938.6413542663358	1938.639159518294	1913.803410397304	1913.8012156492623	1889.1454356929753	1889.1454356929753	1864.3074918239436
3.53	1891.864726370026	1891.864726370026	1887.6925136375648	1887.6925136375648	1843.4244807810173	1843.4244807810173	1839.2522680485563
3.58	1858.9896215372428	1858.9896215372428	1868.5455469227745	1868.5455469227745	1811.5062853456038	1811.5062853456038	1821.0622107311356
3.64	1829.6436687349778	1829.641473986936	1848.509707950012	1848.5075132019701	1783.4069484326028	1783.4069484326028	1802.272987647637
3.7	1809.337875977726	1809.337875977726	1831.2546125495574	1831.2546125495574	1764.4487298996391	1764.4487298996391	1786.3654664714704
3.77	1792.2583602708473	1792.2583602708473	1814.1070596783393	1814.1070596783393	1748.9099260949588	1748.9099260949588	1770.7586255024507
3.83	1780.4177039960196	1780.4177039960196	1801.0790456614486	1801.0790456614486	1738.614371218413	1738.614371218413	1759.275712883842
3.9	1768.3312361401913	1768.329041392164	1787.2762861849042	1787.274091436877	1728.4285536441166	1728.4285536441166	1747.3736036888295
3.98	1755.4875807591598	1755.485386011118	1772.5605122219276	1772.5583174738858	1717.928887324524	1717.928887324524	1735.001818787292
4.06	1742.5407723449316	1742.5407723449316	1758.1256658335333	1758.1256658335333	1707.385326093994	1707.385326093994	1722.9702195825957
4.14	1728.7204549090238	1728.718260160982	1743.3791654478991	1743.3769706998573	1696.053850965487	1696.053850965487	1710.7125615043624
4.23	1711.3380641970143	1711.3380641970143	1725.834363505608	1725.834363505608	1681.5663306490605	1681.5663306490605	1696.0626299576543
4.32	1691.337341167964	1691.337341167964	1706.832250061736	1706.832250061736	1664.510957145685	1664.510957145685	1680.005866039457
4.42	1665.6083302929037	1665.6083302929037	1683.7501032033178	1683.7501032033178	1642.0894289485877	1642.0894289485877	1660.2312018590019
4.53	1633.2380171103432	1633.240211858385	1656.012899467576	1656.0150942156179	1613.3623946198204	1613.3623946198204	1636.1372769770533
4.64	1597.7818906522443	1597.7818906522443	1626.3421242546465	1626.3421242546465	1581.5056520796497	1581.5056520796497	1610.0658856820519
4.76	1557.6772914860921	1557.6772914860921	1592.775674312914	1592.775674312914	1545.2330799740594	1545.2330799740594	1580.3314628008811
4.89	1515.1628609170875	1515.1628609170875	1556.4855442479602	1556.4855442479602	1506.693334963522	1506.693334963522	1548.0160182943946
5.03	1472.7208569585637	1472.7208569585637	1519.0804830514535	1519.0804830514535	1468.2633272302774	1468.2633272302774	1514.6229533231672
5.19	1430.21301063367	1430.21301063367	1480.0381411387207	1480.0381411387207	1429.8859934250795	1429.8859934250795	1479.7111239301303
5.35	1394.8578424856678	1394.8578424856678	1445.9405626201915	1445.9405626201915	1398.053393113354	1398.053393113354	1449.1361132478778
5.54	1362.0836959879234	1362.0836959879234	1412.242427920748	1412.242427920748	1368.5099131620518	1368.5099131620518	1418.6686450948764
5.74	1337.368657909392	1337.36646316135	1384.5820403165417	1384.5798455684999	1345.8842735468643	1345.8842735468643	1393.097655954014
5.96	1319.7250924050604	1319.7250924050604	1362.103448720285	1362.103448720285	1329.0791011205292	1329.0791011205292	1371.457457435754
6.21	1308.5362757744442	1308.5362757744442	1344.4357409875083	1344.4357409875083	1317.4359720196953	1317.4359720196953	1353.3354372327594
6.5	1302.8869987830694	1302.8891935311112	1331.1684995838586	1331.1684995838586	1310.2723201025947	1310.2745148506365	1338.553820903384
6.82	1301.3155604332424	1301.3155604332424	1322.1085868813389	1322.1085868813389	1306.7343890549673	1306.7343890549673	1327.5274155030638
7.19	1301.8774155075807	1301.8774155075807	1315.785522790291	1315.785522790291	1305.3056092280021	1305.3056092280021	1319.2137165107124
7.62	1304.0546038177126	1304.0546038177126	1309.469042943354	1309.469042943354	1305.8147903493664	1305.8147903493664	1311.2292294750077
8.14	1306.2142341684666	1306.2142341684666	1305.2046508680214	1305.2046508680214	1306.7036626073532	1306.7036626073532	1305.694079306908
8.76	1307.7198301269673	1307.7198301269673	1302.6806926418794	1302.6806926418794	1307.3993971624877	1307.3993971624877	1302.3602596773999
9.55	1308.582365433409	1308.582365433409	1301.3243394254096	1301.3243394254096	1307.814204217866	1307.814204217866	1300.5561782098666
10.56	1308.94230383767	1308.9444985607697	1300.760289627986	1300.760289627986	1307.9875891883567	1307.9897839114565	1299.8055749786727
11.96	1309.045456895794	1309.045456895794	1300.5912941535644	1300.5912941535644	1308.0358735953632	1308.0358735953632	1299.5817108531337
14.03	1309.0586253840447	1309.0586253840447	1300.562762453992	1300.562762453992	1308.0402631163888	1308.0402631163888	1299.5444001863361
17.58	1309.0564306360175	1309.0564306360175	1300.5649572020484	1300.5649572020484	1308.0402630914468	1308.0402630914468	1299.5487896574778
25.83	1309.0586253840593	1309.0542358879757	1300.5649572020484	1300.5627624540066	1308.0424578644452	1308.0402631164034	1299.5487896824343
