R	8B1_1A1	8B1_1B1	8B2_1A1	8B2_1B2	1A2_8B1	1A2_8B2	2A2_8B1	2A2_8B2	8A2_1B1	8A2_1B2	8A2_1A2	8A2_2A2
2.25	11052.746756311186	11914.900166344538	11052.746756311186	11914.900166344538	11949.122845401609	11949.122845401609	11052.746756311186	11052.746756311186	11910.673084960945	11910.673084960945	11944.895764018016	11048.519674927593
2.26	11118.984199642626	11935.917056918159	11118.984199642626	11935.917056918159	11970.953986849723	11970.953986849723	11118.984199642626	11118.984199642626	11931.130315233226	11931.130315233226	11966.16724516479	11114.197457957693
2.28	11246.125852782541	11978.462213934792	11246.1236580345	11978.46001918675	12014.974013377243	12014.971818629201	11246.125852782541	11246.1236580345	11972.325703277515	11972.325703277515	12008.837502719965	11239.989342125264
2.3	11365.750499870162	12020.816428046528	11365.750499870162	12020.81862279457	12058.577038126285	12058.577038126285	11365.750499870162	11365.750499870162	12012.954846776352	12012.957041524394	12050.715456856109	11357.888918599987
2.31	11422.576871062018	12041.598480729459	11422.576871062018	12041.598480729459	12079.8836351918	12079.8836351918	11422.576871062018	11422.576871062018	12032.736095175977	12032.736095175977	12071.021249638317	11413.714485508535
2.33	11529.33372059006	12081.13025110602	11529.33372059006	12081.132445854062	12120.245019654205	12120.245019654205	11529.33372059006	11529.33372059006	12070.621805819203	12070.624000567244	12109.736574367387	11518.825275303243
2.35	11597.535461871259	12088.208307924375	11597.535461871259	12088.210502672417	12127.836647114935	12127.836647114935	11597.535461871259	11597.535461871259	12105.507298260709	12105.50949300875	12145.135637451269	11614.834452207593
2.36	11617.389136906335	12079.745366189978	11617.389136906335	12079.74756093802	12119.501000667107	12119.501000667107	11617.389136906335	11617.389136906335	12121.58820438241	12121.590399130451	12161.343838859539	11659.231975098766
2.38	11656.135188083019	12065.782390231194	11656.135188083019	12065.784584979236	12105.531440464198	12105.531440464198	11656.135188083019	11656.135188083019	12150.629087431531	12150.631282179573	12190.378137664535	11740.981885283356
2.4	11694.573974758532	12056.439355230978	11694.573974758532	12056.44154997902	12095.821882840552	12095.821882840552	11694.573974758532	11694.573974758532	12175.357293998313	12175.359488746355	12214.739821607887	11813.491913525868
2.42	11732.8305975213	12051.558239455146	11732.8305975213	12051.560434178231	12090.212111288973	12090.212111288973	11732.8305975213	11732.8305975213	12196.117399250754	12196.119593973839	12234.77127108458	11877.389757316909
2.44	11770.887498362004	12050.719846352193	11770.887498362004	12050.722041100234	12088.298292494233	12088.298292494233	11770.887498362004	11770.887498362004	12208.269709497894	12208.271904245936	12245.848155639935	11928.437361507706
2.46	11808.665666426095	12053.50497942057	11808.665666426095	12053.50497942057	12089.678787939163	12089.678787939163	11808.665666426095	11808.665666426095	12206.832150678762	12206.832150678762	12243.005959197355	11961.992837684287
2.48	11846.108038314356	12059.505415799096	11846.105843566314	12059.505415799096	12093.978295933237	12093.976101185195	11846.108038314356	11846.105843566314	12208.737190456362	12208.739385204404	12243.210070590503	11995.339812971622
2.5	11883.15096635856	12068.34365914909	11883.15096635856	12068.345853897132	12100.852241358429	12100.852241358429	11883.15096635856	11883.15096635856	12213.622695728292	12213.624890476334	12246.131277937631	12028.430002937763
2.52	11919.748360899757	12079.6663553104	11919.748360899757	12079.668550058443	12109.986775444457	12109.986775444457	11919.748360899757	11919.748360899757	12221.141896553556	12221.144091301598	12251.462316687612	12061.223902142912
2.54	11955.854132278968	12093.146487074424	11955.854132278968	12093.148681822466	12121.103165464563	12121.103165464563	11955.854132278968	11955.854132278968	12230.980944211842	12230.983138959884	12258.937622601981	12093.688589416386
2.56	11991.428775081396	12108.481179485956	11991.428775081396	12108.483374233998	12133.9380418285	12133.9380418285	11991.428775081396	11991.428775081396	12242.834768974906	12242.836963722948	12268.29163131745	12125.782364570347
2.59	12043.755916357128	12134.390159575632	12043.755916357128	12134.392354323674	12155.93598400298	12155.93598400298	12043.755916357128	12043.755916357128	12263.840685833275	12263.842880581316	12285.386510260621	12173.20644261477
2.61	12077.912753022872	12153.249614521585	12077.912753022872	12153.251809269626	12172.137601167138	12172.137601167138	12077.912753022872	12077.912753022872	12279.642859203275	12279.645053951317	12298.530845848829	12204.305997704563
2.63	12111.470423947481	12173.134016004275	12111.468229199454	12173.13401600429	12189.366359641004	12189.364164892977	12111.470423947481	12111.468229199454	12296.632390290397	12296.634585038439	12312.864733927127	12234.968798233604
2.66	12160.667857011838	12204.485966894237	12160.665662263797	12204.488161642279	12216.802883144643	12216.8006883966	12160.667857011838	12160.665662263797	12323.948202751577	12323.95259224766	12336.265119001982	12280.130092869178
2.68	12192.700179270527	12226.181034088571	12192.697984522485	12226.181034063615	12235.96301834767	12235.960823599627	12192.700179270527	12192.697984522485	12343.145648646358	12343.147843369443	12352.927632905456	12309.664793828313
2.71	12239.595323461253	12259.576293782899	12239.595323461253	12259.580683254026	12265.725972903456	12265.725972903456	12239.595323461253	12239.595323461253	12373.071014432426	12373.075403903553	12379.220693552983	12353.09004411078
2.73	12270.097907508054	12282.263386268387	12270.095712784969	12282.265581016429	12286.12394500358	12286.121750280494	12270.097907508054	12270.095712784969	12393.616034551495	12393.620424022622	12397.476593286687	12381.450555791162
2.76	12314.723684045777	12316.659450271007	12314.721489322692	12316.66164504399	12317.302510948008	12317.300316224922	12314.723684045777	12314.721489322692	12425.042606824936	12425.046996321005	12425.685667501937	12423.106840599707
2.79	12358.010665301452	12351.288157391304	12358.008470578367	12351.290352164302	12358.010665301452	12358.008470578367	12348.990258013771	12348.988063290686	12456.967386504475	12456.971776000559	12463.689894414623	12454.669487126943
2.82	12399.993967293674	12385.936617243977	12399.991772545633	12385.938811967062	12399.993967293674	12399.991772545633	12380.98526958072	12380.983074832679	12489.157730497376	12489.162119968503	12503.215080547074	12484.20638283412
2.85	12440.697732175991	12420.442418573788	12440.69553742795	12420.44461332183	12440.697732175991	12440.69553742795	12413.11635542642	12413.114160678379	12521.422695823858	12521.427085319941	12541.678009426061	12514.09663267649
2.88	12480.154881144103	12454.667292353945	12480.154881144103	12454.671681850028	12480.154881144103	12480.154881144103	12445.243051751066	12445.243051751066	12553.604260824592	12553.608650320675	12579.09184961475	12544.180020221713
2.91	12518.39833541862	12488.50808557625	12518.396140670578	12488.510280324277	12518.39833541862	12518.396140670578	12477.246842310182	12477.24464756214	12585.575130188052	12585.57951968412	12615.465380030422	12574.313886921984
2.94	12555.456626699117	12521.874813571005	12555.456626699117	12521.879203067088	12555.456626699117	12555.456626699117	12509.022379222748	12509.022379222748	12617.232150806187	12617.23654030227	12650.813963934299	12604.37971645793
2.97	12591.566787574426	12554.817955543156	12591.564592826384	12554.820150291198	12591.566787574426	12591.564592826384	12540.558688823396	12540.556494075354	12648.60165968047	12648.606049176553	12685.350491711739	12634.342392960709
3.01	12637.660849378895	12597.630871621193	12637.660849378895	12597.635261117277	12637.660849378895	12637.660849378895	12581.8747879351	12581.8747879351	12689.507341232864	12689.511730728947	12729.537318990566	12673.75125754677
3.04	12670.937592778806	12628.960875055665	12670.937592778806	12628.965264551749	12670.937592778806	12670.937592778806	12612.300555900249	12612.300555900249	12719.531470605929	12719.535860102013	12761.50818832907	12702.871151450512
3.08	12713.621018822232	12669.649276701719	12713.621018822232	12669.653666197788	12713.621018822232	12713.621018822232	12652.045216637183	12652.045216637183	12758.62209695061	12758.62648644668	12802.593839071124	12741.018036886075
3.12	12754.412573551352	12709.016441075	12754.412573551352	12709.020830571084	12754.412573551352	12754.412573551352	12690.729814893682	12690.729814893682	12796.536339293423	12796.540728789507	12841.932471769775	12778.249713112105
3.16	12793.338593942652	12746.99652580914	12793.338593942652	12747.000915305223	12793.338593942652	12793.338593942652	12728.249002913479	12728.249002913479	12833.19079723378	12833.195186729863	12879.532865367291	12814.443274338118
3.2	12830.429806393848	12783.492962040254	12830.432001141904	12783.49954628438	12830.429806393848	12830.432001141904	12764.457927375755	12764.460122123812	12868.48451251151	12868.488902007579	12915.421356865103	12849.44947784701
3.24	12865.670847743546	12818.521112979666	12865.670847743546	12818.527697198835	12865.670847743546	12865.670847743546	12799.382925232101	12799.382925232101	12902.426264018926	12902.432848238095	12949.575998782806	12883.288076271361
3.28	12899.059523193748	12851.977825569236	12899.059523193748	12851.98221506532	12899.059523193748	12899.059523193748	12832.872559017342	12832.872559017342	12934.939235724349	12934.943625220432	12982.02093334886	12915.833969172454
3.33	12938.13698107512	12891.461311513849	12938.13698107512	12891.465700984976	12938.13698107512	12938.13698107512	12872.555766883976	12872.555766883976	12963.132946678365	12963.137336149492	13009.808616239636	12944.227402048491
3.37	12967.173474603202	12921.03771263585	12967.173474603202	12921.042102131934	12967.173474603202	12967.173474603202	12902.393342823256	12902.393342823256	12980.418768526448	12980.423158022531	13026.554530493799	12961.774398713853
3.42	13000.437049539833	12955.183575561401	13000.437049539833	12955.190159805526	13000.437049539833	13000.437049539833	12936.969376015535	12936.969376015535	12997.794574994332	12997.801159238457	13043.048048972763	12979.580375448466
3.47	13029.752275869541	12985.567643363698	13029.752275869541	12985.574227582867	13029.752275869541	13029.752275869541	12967.867014435265	12967.867014435265	13010.40558723273	13010.412171451899	13054.590219738573	12992.704958304297
3.53	13057.895507668494	13015.179160429412	13057.895507668494	13015.185744673538	13057.895507668494	13057.895507668494	12998.176460829098	12998.176460829098	13019.351373161873	13019.357957405999	13062.067720400955	13002.348673561559
3.58	13072.938298815134	13031.5322151086	13072.938298815134	13031.5322151086	13072.938298815134	13072.938298815134	13015.13965498963	13015.13965498963	13021.976289723068	13021.976289723068	13063.382373429602	13005.583729604099
3.64	13078.392243380571	13038.676114343223	13078.392243380571	13038.684893310434	13078.392243380571	13078.392243380571	13023.073662895244	13023.073662895244	13019.810075128189	13019.8188540954	13059.526204165537	13004.20762368021
3.7	13072.631034338905	13034.668507589085	13072.631034338905	13034.668507589085	13072.631034338905	13072.631034338905	13019.858359560138	13019.858359560138	13012.751771017254	13012.751771017254	13050.714297767074	12997.941622988306
3.77	13057.232694284074	13021.342008063177	13057.232694284074	13021.342008063177	13057.232694284074	13057.232694284074	13007.46682195118	13007.46682195118	12999.493308655685	12999.493308655685	13035.383994876582	12985.618122543689
3.83	13039.654971171083	13005.542029441203	13039.654971171083	13005.542029441203	13039.654971171083	13039.654971171083	12992.452562504128	12992.452562504128	12984.880687775774	12984.880687775774	13018.993629505654	12971.791220838699
3.9	13016.221664925528	12984.149837227029	13016.221664925528	12984.149837227029	13016.221664925528	13016.221664925528	12971.951437295982	12971.951437295982	12965.204787182316	12965.204787182316	12997.276614880815	12953.00638725127
3.98	12987.527551817373	12957.72070230075	12987.527551817373	12957.72070230075	12987.527551817373	12987.527551817373	12946.490185482311	12946.490185482311	12940.647770837983	12940.647770837983	12970.454620354605	12929.417254019543
4.06	12958.433994865176	12930.793359968375	12958.433994865176	12930.793359968375	12958.433994865176	12958.433994865176	12920.473662863398	12920.473662863398	12915.208466479773	12915.208466479773	12942.849101376574	12904.888769374797
4.14	12930.295152537336	12904.704410664097	12930.295152537336	12904.704410664097	12930.295152537336	12930.295152537336	12895.231885654226	12895.231885654226	12890.045700125222	12890.045700125222	12915.63644199846	12880.57317511535
4.23	12901.113805738336	12877.678304744724	12901.113805738336	12877.678304744724	12901.113805738336	12901.113805738336	12869.081483479647	12869.081483479647	12863.18200543613	12863.18200543613	12886.617506429742	12854.585184171054
4.32	12875.718396315991	12854.260361735433	12875.718396315991	12854.260361735433	12875.718396315991	12875.718396315991	12846.453649141346	12846.453649141346	12838.76545284166	12838.76545284166	12860.22348742222	12830.958740247574
4.42	12852.855724087029	12833.386129659732	12852.855724087029	12833.386129659732	12852.855724087029	12852.855724087029	12826.360746744467	12826.360746744467	12815.244356749317	12815.244356749317	12834.713951176615	12808.218973834053
4.53	12834.375960252757	12816.945285133756	12834.375960252757	12816.839937302633	12834.375960252757	12834.375960252757	12810.63319475796	12810.63319475796	12794.170402776523	12794.0650549454	12811.601077895524	12787.858312400727
4.64	12822.179755044795	12806.428060854785	12822.179755044795	12806.428060854785	12822.179755044795	12822.179755044795	12800.829263043386	12800.829263043386	12777.867827252383	12777.867827252383	12793.619521442393	12772.269029440984
4.76	12814.320368572575	12800.01720691695	12814.320368572575	12800.01720691695	12814.320368572575	12814.320368572575	12794.96490094361	12794.96490094361	12764.918824090128	12764.918824090128	12779.221985745753	12759.866518116789
4.89	12809.617027238346	12796.727282198335	12809.617027238346	12796.727282198335	12809.617027238346	12809.617027238346	12792.199520582639	12792.199520582639	12755.404598867462	12755.404598867462	12768.294343907473	12750.876837251766
5.03	12806.768246551626	12795.116338433683	12806.768246551626	12795.116338433683	12806.768246551626	12806.768246551626	12791.042889313161	12791.042889313161	12748.756712340793	12748.756712340793	12760.408620458737	12744.683263220271
5.19	12804.419867994104	12793.882891007699	12804.419867994104	12793.882891007699	12804.419867994104	12804.419867994104	12790.217664698444	12790.217664698444	12744.057760502648	12744.057760502648	12754.594737489053	12740.392534193394
5.35	12801.94858364608	12792.276336714174	12801.94858364608	12792.276336714174	12801.94858364608	12801.94858364608	12788.92276435229	12788.92276435229	12741.19361657965	12741.19361657965	12750.865863511557	12737.840044217766
5.54	12797.998040316059	12789.22344460935	12797.998040316059	12789.22344460935	12797.998040316059	12797.998040316059	12786.192499984943	12786.192499984943	12739.064712676525	12739.064712676525	12747.839308383234	12736.033768052119
5.74	12793.105950824945	12784.92174186722	12793.105950824945	12784.92174186722	12793.105950824945	12793.105950824945	12782.101492880087	12782.101492880087	12737.70835946007	12737.70835946007	12745.892568417796	12734.888110472937
5.96	12786.828976392862	12779.10346942638	12786.828976392862	12779.10346942638	12786.828976392862	12786.828976392862	12776.445631644587	12776.445631644587	12736.725113111155	12736.725113111155	12744.450620077638	12734.067275329362
6.21	12779.232959436049	12771.85861188169	12779.232959436049	12771.85861188169	12779.232959436049	12779.232959436049	12769.325874638409	12769.325874638409	12735.959146668625	12735.959146668625	12743.333494222985	12733.426409425345
6.5	12770.748070246205	12763.632702736111	12770.745875498164	12763.63050798807	12770.748070246205	12770.745875498164	12761.192144860674	12761.189950112632	12735.351201935322	12735.351201935322	12742.466569445416	12732.910644059884
6.82	12762.65165116021	12755.700889628439	12762.65165116021	12755.700889628439	12762.65165116021	12762.65165116021	12753.31739515216	12753.31739515216	12734.907863180342	12734.907863180342	12741.858624712113	12732.524368704064
7.19	12755.365093427681	12748.508705986824	12755.365093427681	12748.508705986824	12755.365093427681	12755.365093427681	12746.160327454243	12746.160327454243	12734.600598704114	12734.600598704114	12741.45698614497	12732.252220171533
7.62	12748.679896209258	12741.871793175407	12748.679896209258	12741.871793175407	12748.679896209258	12748.679896209258	12739.53877787912	12739.53877787912	12736.457354049766	12736.457354049766	12743.265457083617	12734.124338753478
8.14	12743.605642780458	12736.815097705985	12743.605642780458	12736.815097705985	12743.605642780458	12743.605642780458	12734.488666628866	12734.488666628866	12737.82468100643	12737.82468100643	12744.615226080903	12735.498249929311
8.76	12740.414481648855	12733.626131347366	12740.414481648855	12733.626131347366	12740.414481648855	12740.414481648855	12731.299700270261	12731.299700270261	12738.665268832454	12738.665268832454	12745.453619133943	12736.33883775535
9.55	12738.660879361341	12731.87033431181	12738.660879361341	12731.87033431181	12738.660879361341	12738.660879361341	12729.543903234691	12729.543903234691	12739.12836031981	12739.12836031981	12745.91890536934	12736.80192924269
10.56	12737.938807804763	12731.14606800719	12737.936613081663	12731.14387328409	12737.938807804763	12737.936613081663	12728.819636930071	12728.817442206971	12739.328082216874	12739.328082216874	12746.120822014447	12737.001651139755
11.96	12737.732501663559	12730.939761865986	12737.732501663559	12730.941956614028	12737.732501663559	12737.732501663559	12728.613330788881	12728.613330788881	12739.393924608215	12739.396119356257	12746.186664405788	12737.06749353111
14.03	12737.701775215945	12730.909035418372	12737.701775215945	12730.909035418372	12737.701775215945	12737.701775215945	12728.58040959321	12728.58040959321	12739.404898348424	12739.404898348424	12746.197638145997	12737.076272523263
17.58	12737.701775240886	12730.909035443314	12737.701775240886	12730.909035443314	12737.701775240886	12737.701775240886	12728.582604366195	12728.582604366195	12739.400508877283	12739.400508877283	12746.193248674856	12737.074077800164
25.83	12737.70177521593	12730.909035418357	12737.703969963972	12730.911230166399	12737.70177521593	12737.703969963972	12728.58040959321	12728.582604341253	12739.402703600368	12739.402703600368	12746.19544339794	12737.074077775222
