R	10B1_1A1	10B1_1B1	10B2_1A1	10B2_1B2	1A2_10B1	1A2_10B2	2A2_10B1	2A2_10B2	10A2_1B1	10A2_1B2	10A2_1A2	10A2_2A2
2.56	12670.452553836018	12787.504958240577	12670.452553836018	12787.507152988619	12812.961820583121	12812.961820583121	12670.452553836018	12670.452553836018	12771.783990498181	12771.786185246223	12797.240852840725	12654.731586093621
2.59	12748.730375364292	12839.364618582797	12748.730375364292	12839.366813330838	12860.910443010143	12860.910443010143	12748.730375364292	12748.730375364292	12825.258984126107	12825.261178874149	12846.804808553454	12734.624740907602
2.61	12798.182399001787	12873.5192605005	12798.182399001787	12873.521455248541	12892.407247146053	12892.407247146053	12798.182399001787	12798.182399001787	12860.199345218716	12860.201539966758	12879.08733186427	12784.862483720004
2.63	12845.387002416785	12907.050594473578	12845.387002416785	12907.05278922162	12923.282938110307	12923.282938110307	12845.387002416785	12845.387002416785	12894.345208144267	12894.347402892308	12910.577551780996	12832.681616087473
2.66	12911.97999465643	12955.79810453883	12911.97999465643	12955.802494034913	12968.115020789235	12968.115020789235	12911.97999465643	12911.97999465643	12943.768700082175	12943.773089578259	12956.08561633258	12899.950590199776
2.68	12953.609942488474	12987.090797306519	12953.609942488474	12987.092992029604	12996.872781565617	12996.872781565617	12953.609942488474	12953.609942488474	12975.388410033527	12975.390604756612	12985.170394292625	12941.907555215483
2.71	13012.025310014506	13032.00628033615	13012.025310014506	13032.010669807278	13038.155959456708	13038.155959456708	13012.025310014506	13012.025310014506	13020.65724722331	13020.661636694436	13026.806926343867	13000.676276901664
2.73	13048.394450934094	13060.559929694427	13048.394450934094	13060.564319165554	13064.42048842962	13064.42048842962	13048.394450934094	13048.394450934094	13049.371113063811	13049.375502534938	13053.231671799003	13037.205634303478
2.76	13099.207217284129	13101.142983509359	13099.207217284129	13101.147373005428	13101.78604418636	13101.78604418636	13099.207217284129	13099.207217284129	13090.107799116857	13090.112188612926	13090.750859793858	13088.172032891627
2.79	13145.77973376232	13139.057225852172	13145.77973376232	13139.061615348255	13145.77973376232	13145.77973376232	13136.75932647464	13136.75932647464	13128.085689102969	13128.090078599053	13134.808197013117	13125.787789725437
2.82	13188.364396243705	13174.307046194008	13188.364396243705	13174.311435665135	13188.364396243705	13188.364396243705	13169.355698530751	13169.355698530751	13163.32892520068	13163.333314671807	13177.386275250377	13158.377577537423
2.85	13227.202626738304	13206.947313136101	13227.202626738304	13206.951702632185	13227.202626738304	13227.202626738304	13199.621249988733	13199.621249988733	13195.896765507336	13195.90115500342	13216.152079109539	13188.570702359968
2.88	13262.538042178901	13237.050453388743	13262.538042178901	13237.054842884827	13262.538042178901	13262.538042178901	13227.626212785864	13227.626212785864	13225.866026254225	13225.870415750309	13251.353615044383	13216.441785651346
2.91	13294.609869852444	13264.719620010073	13294.609869852444	13264.724009506142	13294.609869852444	13294.609869852444	13253.458376744005	13253.458376744005	13253.337665701561	13253.34205519763	13283.227915543932	13242.076422435493
2.94	13323.646363405482	13290.06455027737	13323.64416865744	13290.066745025411	13323.646363405482	13323.64416865744	13277.212115929113	13277.209921181071	13278.42142115158	13278.425810647663	13312.003234279691	13265.568986803322
2.97	13350.079887827844	13313.331055796574	13350.079887827844	13313.335445292658	13350.079887827844	13350.079887827844	13299.071789076814	13299.071789076814	13301.360909487135	13301.365298983219	13338.109741518405	13287.101642767375
3.01	13381.052147631068	13341.022169873366	13381.052147631068	13341.02655936945	13381.052147631068	13381.052147631068	13325.266086187272	13325.266086187272	13328.490168489589	13328.494557985672	13368.52014624729	13312.734084803495
3.04	13401.575220269719	13359.598502546578	13401.575220269719	13359.602892042662	13401.575220269719	13401.575220269719	13342.938183391161	13342.938183391161	13346.5441515532	13346.548541049284	13388.52086927634	13329.883832397783
3.08	13425.739377039077	13381.767634918564	13425.739377039077	13381.772024414633	13425.739377039077	13425.739377039077	13364.163574854028	13364.163574854028	13367.852943391743	13367.857332887812	13411.824685512256	13350.248883327207
3.12	13446.71237270179	13401.316240225438	13446.71237270179	13401.320629721522	13446.71237270179	13446.71237270179	13383.02961404412	13383.02961404412	13386.326122981889	13386.330512477973	13431.72225545824	13368.039496800571
3.16	13465.00119363115	13418.659125497637	13465.00119363115	13418.663514993721	13465.00119363115	13465.00119363115	13399.911602601976	13399.911602601976	13402.341186737205	13402.345576233289	13448.683254870717	13383.593663841544
3.2	13481.202810795308	13434.265966441715	13481.21378451056	13434.281329653037	13481.202810795308	13481.21378451056	13415.230931777216	13415.241905492469	13416.334889168575	13416.339278664644	13463.271733522168	13397.299854504075
3.24	13495.62448874535	13448.47475398147	13495.62448874535	13448.48133820064	13495.62448874535	13495.62448874535	13429.336566233906	13429.336566233906	13428.585963002697	13428.592547221866	13475.735697766577	13409.447775255132
3.28	13508.834666699928	13461.752969075416	13508.83686144797	13461.759553319542	13508.834666699928	13508.83686144797	13442.647702523522	13442.649897271564	13439.559694499942	13439.564083996025	13486.641392124453	13420.454427948047
3.33	13524.320796601532	13477.645127040261	13524.320796601532	13477.649516511388	13524.320796601532	13524.320796601532	13458.739582410388	13458.739582410388	13452.047800947854	13452.05219041898	13498.723470509125	13433.14225631798
3.37	13536.350201058172	13490.214439090822	13536.350201058172	13490.218828586905	13536.350201058172	13536.350201058172	13471.570069278227	13471.570069278227	13461.496183779178	13461.500573275262	13507.631945746529	13442.851813966583
3.42	13551.44127663676	13506.187802658329	13551.44127663676	13506.194386902454	13551.44127663676	13551.44127663676	13487.973603112463	13487.973603112463	13473.143702376095	13473.15028662022	13518.397176354527	13454.92950283023
3.47	13566.96032773405	13522.775695228207	13566.96032773405	13522.782279447376	13566.96032773405	13566.96032773405	13505.075066299774	13505.075066299774	13485.067759026584	13485.074343245753	13529.252391532427	13467.367130098151
3.53	13586.401390461746	13543.685043222664	13586.401390461746	13543.69162746679	13586.401390461746	13586.401390461746	13526.68234362235	13526.68234362235	13500.200534768053	13500.207119012179	13542.916882007135	13483.197835167739
3.58	13603.344831889917	13561.938748183384	13603.344831889917	13561.938748183384	13603.344831889917	13603.344831889917	13545.546188064414	13545.546188064414	13513.707003483607	13513.707003483607	13555.11308719014	13497.314443364638
3.64	13624.199311233257	13584.483182195909	13624.199311233257	13584.49196116312	13624.199311233257	13624.199311233257	13568.88073074793	13568.88073074793	13530.854556354825	13530.863335322036	13570.570685392173	13515.252104906845
3.7	13645.404949963748	13607.442423213928	13645.404949963748	13607.442423213928	13645.404949963748	13645.404949963748	13592.63227518498	13592.63227518498	13548.884397190006	13548.884397190006	13586.846923939826	13534.074249161058
3.77	13670.060729895078	13634.170043674181	13670.060729895078	13634.170043674181	13670.060729895078	13670.060729895078	13620.294857562185	13620.294857562185	13570.511427244972	13570.511427244972	13606.402113465869	13556.636241132976
3.83	13690.748408537023	13656.635466807144	13690.748408537023	13656.635466807144	13690.748408537023	13690.748408537023	13643.545999870068	13643.545999870068	13589.155797057552	13589.155797057552	13623.268738787432	13576.066330120477
3.9	13714.014914056228	13681.943086357729	13714.014914056228	13681.943086357729	13714.014914056228	13714.014914056228	13669.744686426682	13669.744686426682	13610.574326173373	13610.574326173373	13642.646153871872	13598.375926242326
3.98	13739.035021887918	13709.228172371295	13739.035021887918	13709.228172371295	13739.035021887918	13739.035021887918	13697.997655552856	13697.997655552856	13634.126148738316	13634.126148738316	13663.932998254939	13622.895631919877
4.06	13754.396051226038	13726.755416329237	13754.396051226038	13726.755416329237	13754.396051226038	13754.396051226038	13716.43571922426	13716.43571922426	13656.266749435657	13656.266749435657	13683.907384332459	13645.94705233068
4.14	13742.445657624019	13716.85491575078	13742.445657624019	13716.85491575078	13742.445657624019	13742.445657624019	13707.38239074091	13707.38239074091	13676.739342894318	13676.739342894318	13702.330084767556	13667.266817884447
4.23	13731.776995879904	13708.341494886292	13731.776995879904	13708.341494886292	13731.776995879904	13731.776995879904	13699.744673621215	13699.744673621215	13697.606990725908	13697.606990725908	13721.04249171952	13689.010169460831
4.32	13724.595785978483	13703.137751397924	13724.595785978483	13703.137751397924	13724.595785978483	13724.595785978483	13695.331038803837	13695.331038803837	13716.128454748017	13716.128454748017	13737.586489328576	13708.32174215393
4.42	13720.01096093867	13700.541366511374	13720.01096093867	13700.541366511374	13720.01096093867	13720.01096093867	13693.51598359611	13693.51598359611	13733.99149488179	13733.99149488179	13753.461089309087	13726.966111966525
4.53	13717.884251783587	13700.453576664586	13717.884251783587	13700.348228833464	13717.884251783587	13717.884251783587	13694.14148628879	13694.14148628879	13750.482818587756	13750.377470756634	13767.913493706757	13744.17072821196
4.64	13717.800851432883	13702.049157242873	13717.800851432883	13702.049157242873	13717.800851432883	13717.800851432883	13696.450359431474	13696.450359431474	13763.785175910161	13763.785175910161	13779.536870100172	13758.186378098762
4.76	13719.124283453682	13704.821121798057	13719.124283453682	13704.821121798057	13719.124283453682	13719.124283453682	13699.768815824718	13699.768815824718	13775.090314087138	13775.090314087138	13789.393475742763	13770.0380081138
4.89	13721.180760746312	13708.291015706302	13721.180760746312	13708.291015706302	13721.180760746312	13721.180760746312	13703.763254090605	13703.763254090605	13784.03390526824	13784.03390526824	13796.92365030825	13779.506143652543
5.03	13723.502802327333	13711.85089420939	13723.502802327333	13711.85089420939	13723.502802327333	13723.502802327333	13707.777445088868	13707.777445088868	13790.18138964077	13790.18138964077	13801.833297758712	13786.107940520247
5.19	13725.822649160342	13715.285672173937	13725.822649160342	13715.285672173937	13725.822649160342	13725.822649160342	13711.620445864683	13711.620445864683	13793.42741942349	13793.42741942349	13803.964396409894	13789.762193114235
5.35	13727.587225163123	13717.914978231216	13727.587225163123	13717.914978231216	13727.587225163123	13727.587225163123	13714.561405869332	13714.561405869332	13793.365966528247	13793.365966528247	13803.038213460153	13790.012394166362
5.54	13728.66923509902	13719.89463939231	13728.66923509902	13719.89463939231	13728.66923509902	13728.66923509902	13716.863694767904	13716.863694767904	13790.012394191319	13790.012394191319	13798.786989898028	13786.981449566912
5.74	13729.281569328377	13721.097360370652	13729.281569328377	13721.097360370652	13729.281569328377	13729.281569328377	13718.277111383519	13718.277111383519	13783.83637809426	13783.83637809426	13792.020587051986	13781.016129107127
5.96	13729.204753196856	13721.479246230374	13729.204753196856	13721.479246230374	13729.204753196856	13729.204753196856	13718.82140844858	13718.82140844858	13775.296620253284	13775.296620253284	13783.022127219767	13772.638782471491
6.21	13728.438786729355	13721.064439174996	13728.438786729355	13721.064439174996	13728.438786729355	13728.438786729355	13718.531701931715	13718.531701931715	13764.91547025305	13764.91547025305	13772.28981780741	13762.38273300977
6.5	13727.005617406307	13719.890249896212	13727.005617406307	13719.890249896212	13727.005617406307	13727.005617406307	13717.449692020775	13717.449692020775	13753.509373716079	13753.509373716079	13760.624741226173	13751.068815840641
6.82	13725.177393735285	13718.226632203514	13725.177393735285	13718.226632203514	13725.177393735285	13725.177393735285	13715.843137727235	13715.843137727235	13742.803401280224	13742.803401280224	13749.754162811994	13740.419906803945
7.19	13723.158227134409	13716.301839693551	13723.158227134409	13716.301839693551	13723.158227134409	13723.158227134409	13713.95346116097	13713.95346116097	13733.27161809821	13733.27161809821	13740.128005539067	13730.923239565629
7.62	13720.111919273695	13713.303816239844	13720.111919273695	13713.303816239844	13720.111919273695	13720.111919273695	13710.970800943556	13710.970800943556	13727.5433302522	13727.5433302522	13734.35143328605	13725.210314955912
8.14	13717.844746368748	13711.054201294275	13717.844746368748	13711.054201294275	13717.844746368748	13717.844746368748	13708.727770217156	13708.727770217156	13723.294301413145	13723.294301413145	13730.084846487618	13720.967870336026
8.76	13716.477419387127	13709.689069085638	13716.475224639085	13709.686874337596	13716.477419387127	13716.475224639085	13707.362638008533	13707.360443260492	13720.58159498022	13720.58159498022	13727.369945281709	13718.255163903115
9.55	13715.757542628504	13708.966997578973	13715.757542628504	13708.966997578973	13715.757542628504	13715.757542628504	13706.640566501854	13706.640566501854	13719.0562463143	13719.0562463143	13725.84679136383	13716.72981523718
10.56	13715.481004574933	13708.68826477736	13715.481004574933	13708.68826477736	13715.481004574933	13715.481004574933	13706.36183370024	13706.36183370024	13718.404406645132	13718.404406645132	13725.197146442704	13716.077975568012
11.96	13715.415162183606	13708.622422386034	13715.415162183606	13708.624617134075	13715.415162183606	13715.415162183606	13706.295991308929	13706.295991308929	13718.209074244136	13718.211268992178	13725.001814041709	13715.882643167031
14.03	13715.41077271248	13708.618032914907	13715.408577964437	13708.615838166865	13715.41077271248	13715.408577964437	13706.289407089746	13706.287212341704	13718.173958300438	13718.173958300438	13724.966698098011	13715.845332475277
17.58	13715.41077271248	13708.618032914907	13715.408577964437	13708.615838166865	13715.41077271248	13715.408577964437	13706.291601837787	13706.289407089746	13718.169568804355	13718.169568804355	13724.962308601927	13715.843137727235
25.83	13715.41077271248	13708.618032914907	13715.41077271248	13708.618032914907	13715.41077271248	13715.41077271248	13706.28940708976	13706.28940708976	13718.169568804355	13718.169568804355	13724.962308601927	13715.840942979208
