R	4A1_3A1	3B1_4A1	5B1_3A1	5B1_3B1	6B1_3A1	6B1_3B1	3B2_4A1	5B2_3A1	5B2_3B2	6B2_3A1	6B2_3B2	5A2_3B1	5A2_3B2	6A2_3B1	6A2_3B2
3.28	9458.19772695341	9435.782783000439	9382.827944259043	9360.41300030607	9597.039572643233	9574.62462869026	9435.778393504355	9382.827944259043	9360.408610809987	9597.039572643233	9574.620239194177	9449.082945574803	9449.078556078719	9681.908217323973	9681.90382782789
3.33	9498.23428898018	9477.10985582741	9422.57918926503	9401.45475611226	9638.081328449407	9616.956895296637	9477.105466331326	9422.57918926503	9401.450366616176	9638.083523197449	9616.954700548595	9490.385876173328	9490.381486677245	9723.50085443935	9723.496464943266
3.37	9529.377738955955	9508.962208871497	9453.579980742885	9433.164450658427	9669.760296547975	9649.344766463517	9508.957819375413	9453.579980742885	9433.160061162343	9669.762491296002	9649.34257171546	9522.216281786896	9522.211892290812	9755.291754613121	9755.287365117038
3.42	9567.140543783753	9547.271505537341	9491.257190471937	9471.388152225525	9707.900597739412	9688.031559493	9547.267116041257	9491.257190471937	9471.383762729442	9707.902792487454	9688.029364744958	9560.499241501195	9560.494852005111	9793.223554915327	9793.219165419243
3.47	9603.53382695673	9583.908405543276	9527.650473619971	9508.025052206518	9744.390449726387	9724.765028312933	9583.912795014403	9527.650473619971	9508.029441677645	9744.390449726387	9724.76941778406	9597.105415034559	9597.109804505686	9829.18447304859	9829.188862519717
3.53	9645.321796473087	9625.465926714925	9569.541596244351	9549.68572648619	9785.980892093707	9766.125022335546	9625.470316211009	9569.541596244351	9549.690115982274	9785.980892093707	9766.12941183163	9638.630015035495	9638.634404531578	9869.596336666014	9869.600726162098
3.58	9678.55683971013	9658.474911053447	9602.936855938693	9582.85492728201	9818.823075755776	9798.741147099092	9658.47930054953	9602.936855938693	9582.859316778093	9818.825270503818	9798.747731343217	9671.608272926402	9671.612662422485	9901.400405278153	9901.404794774237
3.64	9716.475471549027	9695.945814641294	9641.12544158702	9620.595784679288	9856.034999274387	9835.505342366654	9695.950204137378	9641.12544158702	9620.600174175372	9856.037194022429	9835.51192661078	9709.041865822495	9709.046255318579	9937.163796237437	9937.16818573352
3.7	9752.269588930983	9731.35804618847	9677.26413413696	9656.352591394447	9890.902933731559	9869.991390989046	9731.360240936512	9677.26413413696	9656.354786142489	9890.902933731559	9869.993585737087	9744.41459192989	9744.416786677932	9970.616119330938	9970.61831407898
3.77	9791.362410023692	9769.42372602137	9716.855162635766	9694.916478633444	9928.665738559343	9906.72705455702	9769.428115517454	9716.855162635766	9694.920868129528	9928.665738559343	9906.731444053104	9782.436376851867	9782.44076634795	10006.113946001817	10006.1183354979
3.83	9822.655102766439	9799.92192059703	9748.643868036568	9725.910685867158	9958.624025541096	9935.890843371686	9799.926310093113	9748.643868036568	9725.915075363242	9958.624025541096	9935.89523286777	9812.890676491661	9812.895065987745	10034.195724905527	10034.20011440161
3.9	9856.577101591407	9832.906762757018	9783.233069742026	9759.562730907637	9990.796811574604	9967.126472740216	9832.90895750506	9783.233069742026	9759.564925655679	9990.799006322646	9967.1308622363	9845.829428967729	9845.83162371577	10064.147427668111	10064.149622416153
3.98	9892.116628425152	9867.340137451378	9819.643910849438	9794.867419875663	10024.102086674102	9999.325595700328	9867.34233219942	9819.643910849438	9794.869614623705	10024.102086674102	9999.32779044837	9880.205740262929	9880.20793501097	10094.860707377142	10094.862902125184
4.06	9924.353062077003	9898.485782200121	9852.865785598231	9826.998505721349	10053.867236002887	10027.999956126005	9898.490171671248	9852.865785598231	9827.002895192476	10053.867236002887	10028.004345597132	9911.292126864471	9911.296516335598	10122.05141929978	10122.055808770907
4.14	9953.479540224871	9926.545613623428	9883.098415885499	9856.164489284056	10080.305149921332	10053.37122331989	9926.550003119512	9883.098415885499	9856.16887878014	10080.305149921332	10053.375612815973	9939.288310644493	9939.292700140577	10145.965374967112	10145.969764463196
4.23	9982.75526113974	9954.6778717321	9913.761216439496	9885.683827031855	10106.315088321106	10078.237698913465	9954.680066480141	9913.761216439496	9885.686021779897	10106.317283069133	10078.242088409534	9967.343752621615	9967.345947369657	10169.25821748776	10169.260412235803
4.32	10008.585230324883	9979.445583713721	9941.138481770962	9911.9988351598	10128.624684467897	10099.485037856735	9979.449973209805	9941.138481770962	9912.003224655884	10128.626879215939	10099.49162210086	9992.023674756449	9992.028064252532	10189.046050106554	10189.050439602637
4.42	10033.581195928113	10003.35514988497	9968.048266168917	9937.822220125774	10149.430879379288	10119.204833336145	10003.359539381054	9968.048266168917	9937.826609621858	10149.430879379288	10119.209222832229	10015.821308877421	10015.825698373505	10207.341455255082	10207.345844751166
4.53	10056.964023018649	10025.688888260236	9993.777277043977	9962.502142285564	10167.868943050693	10136.59380829228	10025.671330275902	9993.777277043977	9962.48458430123	10167.868943050693	10136.576250307946	10038.003609737643	10037.986051753309	10223.503567029373	10223.486009045038
4.64	10076.503849333341	10044.282778892826	10015.931046204627	9983.709975764112	10182.128209770453	10149.907139329938	10044.284973640868	10015.931046204627	9983.712170512154	10182.130404518495	10149.911528826022	10056.417531205545	10056.419725953587	10236.06410008778	10236.066294835822
4.76	10093.980614111308	10060.84213973816	10036.574829885736	10003.43635551259	10193.455295402891	10160.316821029744	10060.844334486203	10036.574829885736	10003.438550260631	10193.455295402891	10160.319015777786	10072.731080444937	10072.733275192979	10246.333318037723	10246.335512785765
4.89	10108.871967767875	10074.91265827611	10055.249926170902	10021.290616679136	10201.290539721522	10167.331230229756	10074.914853024151	10055.249926170902	10021.292811427178	10201.290539721522	10167.333424977798	10086.494334506642	10086.496529254684	10254.181730794677	10254.183925542718
5.03	10120.910151216682	10086.213406957017	10071.767586828413	10037.070842568748	10205.313509686996	10170.61676542733	10086.215601705058	10071.767586828413	10037.07303731679	10205.315704435037	10170.621154923414	10097.402223612575	10097.404418360617	10259.646649075381	10259.648843823423
5.19	10130.439739675625	10095.058234576078	10086.86963612224	10051.488131022692	10205.30692544287	10169.925420343323	10095.060429299163	10086.86963612224	10051.490325745777	10205.30692544287	10169.927615066408	10105.726896320179	10105.729091043264	10245.336903225514	10245.3390979486
5.35	10136.328243978904	10100.402441789352	10098.705902900983	10062.780100711432	10201.545130269704	10165.619328080153	10100.404636537394	10098.705902900983	10062.782295459474	10201.547325017746	10165.623717576236	10110.493885272735	10110.496080020777	10222.548852355088	10222.55104710313
5.54	10139.622558193601	10103.268780460392	10109.32847501109	10072.974697277881	10193.755975684908	10157.402197951698	10103.270975208434	10109.32847501109	10072.976892025923	10193.755975684908	10157.40439269974	10112.627178671944	10112.629373419986	10197.93257786354	10197.934772611581
5.74	10140.21733443864	10103.398270495018	10117.668510954973	10080.849447011351	10183.772074755718	10146.953010812096	10103.40046524306	10117.668510954973	10080.851641759393	10183.77426950376	10146.95740030818	10112.012649719487	10112.014844467529	10175.451791519255	10175.453986267297
5.96	10138.522990298326	10101.405440870629	10124.110091340452	10086.992541912754	10172.247461924359	10135.12991249666	10101.40763561867	10124.110091340452	10086.994736660796	10172.247461924359	10135.132107244703	10109.271411586975	10109.273606335017	10154.797034097937	10154.799228845979
6.21	10135.136496740772	10097.740214536418	10129.050465263499	10091.654183059145	10160.152215076378	10122.755932872024	10097.74240928446	10129.050465263499	10091.656377807187	10160.152215076378	10122.758127620065	10104.888503242182	10104.890697990224	10135.999032047228	10136.00122679527
6.5	10130.608735100133	10093.006146754575	10132.531332862054	10094.928744516495	10148.487138470184	10110.884550124625	10093.008341502617	10132.531332862054	10094.930939264537	10148.487138470184	10110.886744872667	10099.506985312182	10099.509180060224	10119.455034438171	10119.457229186213
6.82	10125.905393790861	10088.177704906775	10133.749417076702	10096.021728192616	10139.519405085579	10101.791716201493	10088.179899654817	10133.749417076702	10096.023922940658	10139.519405085579	10101.793910949535	10094.162778073965	10094.164972822007	10106.321672565231	10106.323867313273
7.19	10121.500537965636	10083.680669738678	10128.769537713844	10090.949669486887	10137.66264971497	10099.842781488012	10083.68286448672	10128.769537713844	10090.951864234929	10137.66264971497	10099.844976236054	10089.266299086783	10089.268493834825	10096.028312436727	10096.030507184769
7.62	10117.883596088344	10079.995690697062	10126.11389470505	10088.225989313767	10133.34119426542	10095.453288874138	10079.997885445104	10126.11389470505	10088.228184061809	10133.34119426542	10095.45548362218	10082.556959614958	10082.559154363	10094.044261754592	10094.046456502634
8.14	10115.210395070259	10077.28078951611	10124.132038770957	10086.202433216808	10130.200512313808	10092.270906759659	10077.282984264151	10124.132038770957	10086.20462796485	10130.200512313808	10092.2731015077	10077.774607426123	10077.776802174165	10092.87226722388	10092.874461971922
8.76	10113.557751117754	10075.608392856186	10122.83055423056	10084.881195968992	10128.433741538029	10090.48438327646	10075.610587604227	10122.83055423056	10084.883390717034	10128.433741538029	10090.486578024502	10074.987279634646	10074.989474382688	10092.180922164815	10092.183116912856
9.55	10112.675463103893	10074.717325850157	10122.104093202855	10084.14595594912	10127.544869280042	10089.586732026306	10074.719520598199	10122.104093202855	10084.148150697161	10127.544869280042	10089.588926774348	10073.567278799848	10073.56947354789	10091.796841557065	10091.799036305107
10.56	10112.326498439841	10074.368361186105	10121.814386710961	10083.856249457225	10127.200294112074	10089.242156858338	10074.370555934147	10121.814386710961	10083.858444205267	10127.200294112074	10089.24435160638	10073.040539669222	10073.042734417264	10091.638819822867	10091.641014570909
11.96	10112.240903341095	10074.280571339317	10121.744154823551	10083.783822821773	10127.114699013313	10089.154367011535	10074.282766087359	10121.744154823551	10083.786017569815	10127.114699013313	10089.156561759577	10072.919828626764	10072.922023374806	10091.594924886987	10091.59711963503
14.03	10112.229929625828	10074.26959762405	10121.733181083328	10083.77284908155	10127.099335801977	10089.1390038002	10074.27179234715	10121.733181083328	10083.77504380465	10127.099335801977	10089.141198523299	10072.908854911511	10072.911049634611	10091.581756423693	10091.583951146793
17.58	10112.225540129759	10074.267402851066	10121.730986360257	10083.772849081564	10127.094946305908	10089.136809027215	10074.269597599108	10121.728791612215	10083.772849081564	10127.094946305908	10089.139003775257	10072.913244382638	10072.91543913068	10091.57736692761	10091.579561675651
25.83	10112.232124373884	10074.267402876023	10121.735375831384	10083.770654333523	10127.099335801991	10089.13461430413	10074.269597624065	10121.735375831384	10083.772849081564	10127.099335801991	10089.136809052172	10072.913244407595	10072.915439155637	10091.575172179568	10091.57736692761
