R	5A1_1A1	6A1_1A1	1B1_5A1	1B1_6A1	7B1_1A1	7B1_1B1	1B2_5A1	1B2_6A1	7B2_1A1	7B2_1B2	1A2_7B1	1A2_7B2	2A2_7B1	2A2_7B2	7A2_1B1	7A2_1B2	7A2_1A2	7A2_2A2
2.38	10251.587540681125	10616.6506664794	10661.2347428293	11026.297868627575	10467.796388185787	10877.443590333962	10661.236937577341	11026.300063375616	10467.796388185787	10877.445785082004	10917.192640566966	10917.192640566966	10467.796388185787	10467.796388185787	11033.893885584388	11033.89608033243	11073.642935817392	10624.246683436213
2.4	10333.31550338531	10643.7689517666	10695.180883857756	11005.634332239046	10539.533865716687	10901.399246189132	10695.183078605798	11005.636526987088	10539.531670993587	10901.399246214074	10940.781773798706	10940.779579075606	10539.533865716687	10539.531670993587	11012.855047555306	11012.857242303347	11052.23757516488	10650.98966708286
2.42	10410.59691010142	10671.345939020102	10729.324552035265	10990.073580953947	10610.145438450665	10928.87308038451	10729.32674675835	10990.075775677033	10610.143243702623	10928.873080359554	10967.526952218337	10967.524757470295	10610.145438450665	10610.143243702623	10996.868515499562	10996.870710222647	11035.522387333389	10678.140873565717
2.44	10483.778530745447	10699.438691664021	10763.610878735635	10979.27103965421	10677.311259479873	10957.143607470061	10763.613073483677	10979.273234402252	10677.311259479873	10957.145802218103	10994.722053612102	10994.722053612102	10677.311259479873	10677.311259479873	10985.57654578588	10985.578740533922	11023.15499192792	10705.744197795691
2.46	10553.145682288305	10728.020872721885	10797.984995282779	10972.86018571636	10741.217882213168	10986.057195207643	10797.984995282779	10972.86018571636	10741.215687465126	10986.0550004596	11022.231003726236	11022.228808978194	10741.217882213168	10741.215687465126	10978.636757969361	10978.636757969361	11014.810566487955	10733.797444974887
2.48	10618.97929230456	10757.068340015132	10832.3766697893	10970.465717499872	10802.073807639594	11015.471185124334	10832.378864537342	10970.467912247914	10802.071612891552	11015.471185124334	11049.944065258474	11049.941870510433	10802.073807639594	10802.071612891552	10975.711161151106	10975.713355899148	11010.184041285247	10762.313783666366
2.5	10681.542730334593	10786.68424657693	10866.735423125123	10971.87693936746	10860.080952354328	11045.273645144858	10866.737617873165	10971.879134115501	10860.080952354328	11045.2758398929	11077.782227354197	11077.782227354197	10860.080952354328	10860.080952354328	10976.496880326027	10976.499075074069	11009.005462535366	10791.304187535497
2.52	10741.079613211332	10816.811529033075	10900.997607621975	10976.729523443719	10915.439038279437	11075.35703269008	10900.999802370017	10976.73171819176	10915.436843531395	11075.35703269008	11105.677452824137	11105.675258076095	10915.439038279437	10915.436843531395	10980.686651017866	10980.688845765908	11011.007071151922	10820.768656607223
2.54	10797.802831320121	10847.41946093594	10935.095186115577	10984.711815731396	10968.328034604565	11105.620389400021	10935.097380863619	10984.714010479438	10968.325839856538	11105.620389400035	11133.57706779016	11133.574873042133	10968.328034604565	10968.325839856538	11002.776772535231	11002.778967283273	11030.73345092537	10865.484417739775
2.56	10851.896743396603	10878.448784138323	10968.949147801162	10995.501188542883	11018.912547333006	11135.964951737566	10968.951342549204	10995.503383290925	11018.910352584964	11135.964951737566	11161.42181408011	11161.419619332068	11018.912547333006	11018.910352584964	11033.195956256255	11033.198151004297	11058.652818598799	10916.143551851696
2.59	10925.644608561153	10928.607516071148	11016.278851779658	11019.241759289653	11090.85852577808	11181.492768996584	11016.2810465277	11019.243954037694	11090.856331030038	11181.492768996584	11203.038593423931	11203.03639867589	11090.85852577808	11090.856331030038	11078.89935320885	11078.901547956892	11100.445177636197	10988.265109990345
2.61	10957.38502955495	10977.010450968402	11032.721891053661	11052.347312467115	11136.40609576946	11211.742957268172	11032.724085801703	11052.349507215156	11136.403901021418	11211.742957268172	11230.630943913726	11230.628749165684	11136.40609576946	11136.403901021418	11109.279031490092	11109.281226238134	11128.167018135646	11033.94216999138
2.63	10989.219824614716	11023.40519300499	11050.88341667151	11085.068785061783	11180.175921194954	11241.839513251747	11050.885611419551	11085.070979809825	11180.175921194954	11241.841707999789	11258.071856888477	11258.071856888477	11180.175921194954	11180.175921194954	11139.509467029333	11139.511661777375	11155.741810666063	11077.84587497254
2.66	11036.87435105376	11089.539483253364	11080.69246093616	11133.357593135763	11242.774475168699	11286.592585051098	11080.696850432243	11133.361982631846	11242.772280420657	11286.59477979914	11298.909501301503	11298.907306553461	11242.774475168699	11242.772280420657	11184.453481758537	11184.45787125462	11196.770398008943	11140.635371876138
2.68	11068.487476760987	11131.50742200928	11101.968331579032	11164.988276827324	11282.628873257767	11316.109728075811	11101.970526302117	11164.990471550409	11282.626678509725	11316.109728050855	11325.89171233491	11325.889517586867	11282.628873257767	11282.626678509725	11214.08694630467	11214.089141027755	11223.868930563767	11180.606091486625
2.71	11115.253130917103	11191.544707065128	11135.234101238748	11211.525677386773	11339.837130309359	11359.818100631004	11135.238490709875	11211.5300668579	11339.834935561317	11359.82029535409	11365.967779751561	11365.96558500352	11339.837130309359	11339.834935561317	11257.948951122948	11257.953340594075	11264.098630243505	11237.967980801302
2.73	11145.951047414797	11229.779382322537	11158.11652617513	11241.94486108287	11376.392824662733	11388.558303423066	11158.120915646257	11241.949250553997	11376.390629914691	11388.560498146151	11392.418862158258	11392.416667410216	11376.392824662733	11376.390629914691	11286.77474901374	11286.779138484868	11290.635307748933	11274.609270253408
2.76	11191.149652717155	11284.674376810188	11193.085418942384	11286.610143035417	11429.05137266811	11430.987138893339	11193.089808438453	11286.614532531486	11429.049177920067	11430.989333641366	11431.63019957034	11431.628004822298	11429.05137266811	11429.049177920067	11329.30234807101	11329.30673756708	11329.945408748012	11327.366581845781
2.79	11235.224547895792	11336.847885822863	11228.502039985644	11330.125377912715	11479.300089170807	11472.577581260659	11228.506429481728	11330.129767408798	11479.297894447722	11472.579776033657	11479.300089170807	11479.297894447722	11470.279681883127	11470.277487160041	11370.9608275777	11370.965217073783	11377.683335487847	11368.662928200167
2.82	11278.11208538228	11386.547915814343	11264.054735332582	11372.490565764645	11527.354059428966	11513.296709379269	11264.059124803709	11372.494955235772	11527.351864680924	11513.298904102354	11527.354059428966	11527.351864680924	11508.345361716012	11508.34316696797	11411.710682143937	11411.715071615065	11425.768032193635	11406.759334480681
2.85	11319.779343856178	11433.97199385878	11299.524030253975	11413.716680256577	11573.388863061278	11553.133549459075	11299.528419750059	11413.72106975266	11573.386668313236	11553.135744207117	11573.388863061278	11573.386668313236	11545.807486311707	11545.805291563665	11451.540937979618	11451.545327475702	11471.796251581822	11444.21487483225
2.88	11360.226323442272	11479.304478691833	11334.738734652114	11453.816889901675	11617.562521851854	11592.074933061696	11334.743124148197	11453.821279397758	11617.560327103813	11592.077127809738	11617.562521851854	11617.560327103813	11582.650692458818	11582.648497710776	11490.442816142458	11490.447205638542	11515.930404932617	11481.01857553958
2.91	11399.466192528984	11522.701197274742	11369.575942686613	11492.810947432372	11660.00891528152	11630.11866543915	11369.580332182682	11492.815336928441	11660.006720533478	11630.120860187177	11660.00891528152	11660.006720533478	11618.857422173081	11618.85522742504	11528.41192716136	11528.416316657429	11558.30217700373	11517.150683895292
2.94	11437.525288117744	11564.304808130299	11403.943474989632	11530.722995002187	11700.850949190615	11667.269136062503	11403.947864485715	11530.72738449827	11700.848754442573	11667.271330810545	11700.850949190615	11700.848754442573	11654.416701714246	11654.414506966204	11565.454855205564	11565.459244701648	11599.036668333676	11552.602420857307
2.97	11474.638448049373	11604.440133719123	11437.889616018103	11567.691301687853	11740.393693257487	11703.644861226217	11437.894005514187	11567.695691183937	11740.391498509445	11703.64705597426	11740.393693257487	11740.391498509445	11689.385594506457	11689.383399758415	11601.694506115484	11601.698895611567	11638.443338146753	11587.435239395723
3.01	11522.088863045356	11655.228757840712	11482.058885287654	11615.19878008301	11790.635825565972	11750.60584780827	11482.063274783737	11615.203169579094	11790.635825565972	11750.610237304354	11790.635825565972	11790.635825565972	11734.849764122177	11734.849764122177	11648.422849579845	11648.427239075929	11688.452827337547	11632.666765893751
3.04	11556.40591619334	11691.61326199658	11514.4291984702	11649.636544273439	11826.77012864477	11784.79341092163	11514.433587966283	11649.640933769522	11826.767933896728	11784.795605669671	11826.77012864477	11826.767933896728	11768.133091766213	11768.13089701817	11682.401911803972	11682.406301300056	11724.378629527113	11665.741592648556
3.08	11600.529095828882	11737.994835569873	11556.55735370837	11694.02309344936	11873.011238468185	11829.039496347672	11556.561743204438	11694.027482945428	11873.009043720143	11829.0416910957	11873.011238468185	11873.009043720143	11811.435436283136	11811.433241535095	11726.327564240579	11726.331953736648	11770.299306361092	11708.723504176043
3.12	11642.84380447588	11782.08728873283	11597.44767199953	11736.691156256478	11917.156365534232	11871.760233057881	11597.452061495613	11736.695545752562	11917.156365534232	11871.764622553965	11917.156365534232	11917.156365534232	11853.473606876563	11853.473606876563	11768.681778327358	11768.686167823442	11814.07791080371	11750.39515214604
3.16	11683.41368985246	11824.022306293089	11637.071621718947	11777.680238159577	11959.321831464156	11912.979763330644	11637.076011215031	11777.68462765566	11959.321831464156	11912.984152826728	11959.321831464156	11959.321831464156	11894.232240434983	11894.232240434983	11809.488696292756	11809.49308578884	11855.830764426268	11790.741173397095
3.2	11722.295815282923	11863.920599268124	11675.35897092933	11816.98375491453	11999.599815525915	11952.662971172322	11675.3633604254	11816.9881444106	11999.602010273971	11952.669555416447	11999.599815525915	11999.602010273971	11933.627936507823	11933.630131255879	11848.715396916174	11848.719786412243	11895.652241269767	11829.680362251675
3.24	11759.54065999722	11901.883126042914	11712.39092523334	11854.733391279035	12038.078107691123	11990.928372927243	11712.397509452509	11854.739975498203	12038.080302439164	11990.937151894454	12038.078107691123	12038.080302439164	11971.790185179678	11971.79237992772	11886.480396516956	11886.486980736125	11933.630131280835	11867.34220876939
3.28	11795.178950417961	11937.995481641294	11748.09725279345	11890.913784016782	12074.82474497435	12027.743047349839	11748.101642289534	11890.918173512866	12074.826939722392	12027.749631593964	12074.82474497435	12074.826939722392	12008.637780797944	12008.639975545986	11922.752968597575	11922.757358093659	11969.834666222087	11903.64770204568
3.33	11837.5880331808	11980.654765481202	11790.912363619529	11933.97909591993	12118.423380227294	12071.747710666023	11790.916753090656	11933.983485391058	12118.425574975336	12071.754294885191	12118.423380227294	12118.425574975336	12052.84216603615	12052.844360784191	11966.024586666885	11966.028976138012	12012.700256228156	11947.119042037011
3.37	11869.831051051835	12012.875835921732	11823.695289084484	11966.740073954381	12151.498206957142	12105.36244498979	11823.699678580568	11966.744463450465	12151.500401705183	12105.369029233916	12151.498206957142	12151.500401705183	12086.718075177196	12086.720269925238	11999.005039305819	11999.009428801903	12045.14080127317	11980.360669493224
3.42	11908.105231798923	12050.877868111333	11862.851757820492	12005.624394132901	12190.672233677484	12145.418759699052	11862.858342064617	12005.630978377027	12190.674428425526	12145.42753869122	12190.672233677484	12190.674428425526	12127.204560153186	12127.206754901228	12038.218571440986	12038.225155685112	12083.472045419418	12020.00437189512
3.47	11944.189055722687	12086.450316140763	11900.004423216844	12042.26568363492	12227.515439824623	12183.33080731878	11900.011007436013	12042.272267854089	12227.515439824623	12183.337391537949	12227.515439824623	12227.515439824623	12165.630178390347	12165.630178390347	12075.228578314476	12075.235162533645	12119.41321082032	12057.527949386043
3.53	11984.699682927094	12126.072071087183	11941.983335688012	12083.3557238481	12268.75911230086	12226.042765061778	11941.989919932137	12083.362308092226	12268.75911230086	12226.049349305904	12268.75911230086	12268.75911230086	12209.040065461464	12209.040065461464	12116.779515242015	12116.78609948614	12159.495862481097	12099.7768156417
3.58	12016.279887438664	12156.706339941607	11974.87380373213	12115.300256235074	12300.804603022858	12259.398519316324	11974.87380373213	12115.300256235074	12300.804603022858	12259.398519316324	12300.804603022858	12300.804603022858	12243.005959197355	12243.005959197355	12149.108128236752	12149.108128236752	12190.514211943286	12132.715568117783
3.64	12051.507760275155	12190.57785958657	12011.791631237807	12150.861730549223	12336.394609011651	12296.678479974304	12011.800410205018	12150.870509516433	12336.394609011651	12296.687258941514	12336.394609011651	12336.394609011651	12281.076028526324	12281.076028526324	12185.08660435435	12185.09538332156	12224.802733391698	12169.48415290637
3.7	12084.04926368015	12221.541340397627	12046.08673693033	12183.578813647808	12369.069991922399	12331.10746517258	12046.08673693033	12183.578813647808	12369.067797174357	12331.105270424538	12369.069991922399	12369.067797174357	12316.297317143632	12316.29512239559	12218.146067872862	12218.146067872862	12256.108594622681	12203.335919843914
3.77	12118.74161841879	12254.13990717684	12082.850932197893	12218.249220955942	12403.580182748294	12367.689496527397	12082.850932197893	12218.249220955942	12403.580182748294	12367.689496527397	12403.580182748294	12403.580182748294	12353.8143104154	12353.8143104154	12253.057897265899	12253.057897265899	12288.948583486796	12239.182711153902
3.83	12145.831372031345	12279.21927315573	12111.718430301466	12245.10633142585	12430.154170945476	12396.041229215596	12111.718430301466	12245.10633142585	12430.154170945476	12396.041229215596	12430.154170945476	12430.154170945476	12382.95176227852	12382.95176227852	12279.934760468183	12279.934760468183	12314.047702198062	12266.845293531107
3.9	12174.48597972466	12305.323585646402	12142.414152026162	12273.251757947903	12457.728963475893	12425.657135777394	12142.414152026162	12273.251757947903	12457.728963475893	12425.657135777394	12457.728963475893	12457.728963475893	12413.458735846347	12413.458735846347	12307.808038432748	12307.808038432748	12339.879866131247	12295.6096385017
3.98	12203.60148413232	12331.254513191525	12173.794634615697	12301.447663674902	12484.794574835047	12454.987725318424	12173.794634615697	12301.447663674902	12484.794574835047	12454.987725318424	12484.794574835047	12484.794574835047	12443.757208499985	12443.757208499985	12335.180914293102	12335.180914293102	12364.987763809724	12323.950397474662
4.06	12229.104436133828	12353.302934521067	12201.463801237027	12325.662299624266	12507.141481673592	12479.500846776791	12201.463801237027	12325.662299624266	12507.141481673592	12479.500846776791	12507.141481673592	12507.141481673592	12469.181149671815	12469.181149671815	12357.874591072614	12357.874591072614	12385.515225969415	12347.554893967637
4.14	12251.273568530756	12371.769529892044	12225.682826657518	12346.178788018806	12524.754320730295	12499.163578857057	12225.682826657518	12346.178788018806	12524.754320730295	12499.163578857057	12524.754320730295	12524.754320730295	12489.691053847186	12489.691053847186	12376.001000721808	12376.001000721808	12401.591742595047	12366.528475711937
4.23	12272.566997132977	12388.636155188651	12249.131496139365	12365.20065419504	12538.83361823544	12515.398117241828	12249.131496139365	12365.20065419504	12538.83361823544	12515.398117241828	12538.83361823544	12538.83361823544	12506.801295976751	12506.801295976751	12391.087686804298	12391.087686804298	12414.52318779791	12382.490865539221
4.32	12290.368584371507	12401.756348573355	12268.910549790948	12380.298313992796	12546.796157815683	12525.338123235124	12268.910549790948	12380.298313992796	12546.796157815683	12525.338123235124	12546.796157815683	12546.796157815683	12517.531410641037	12517.531410641037	12400.74676527291	12400.74676527291	12422.204799853469	12392.940052678823
4.42	12306.497774900214	12412.435984057665	12287.028180472917	12392.966389630368	12548.619991990621	12529.150397563324	12287.028180472917	12392.966389630368	12548.619991990621	12529.150397563324	12548.619991990621	12548.619991990621	12522.12501464806	12522.12501464806	12405.494001518062	12405.494001518062	12424.963595945359	12398.468618602798
4.53	12320.25444474275	12419.968353371194	12302.823769623748	12402.537678252193	12542.788551086502	12525.3578759675	12302.718421792626	12402.43233042107	12542.788551086502	12525.252528136378	12542.788551086502	12542.788551086502	12519.045785591705	12519.045785591705	12404.16837474922	12404.063026918098	12421.599049868222	12397.856284373425
4.64	12330.536831131045	12423.859638554015	12314.785136941035	12408.107944364005	12530.57478789422	12514.82309370421	12314.785136941035	12408.107944364005	12530.57478789422	12514.82309370421	12530.57478789422	12530.57478789422	12509.224295892811	12509.224295892811	12397.002528084093	12397.002528084093	12412.754222274103	12391.403730272694
4.76	12338.560823631487	12424.818742699412	12324.257661975862	12410.515581043786	12512.733695240851	12498.430533585226	12324.257661975862	12410.515581043786	12512.733695240851	12498.430533585226	12512.733695240851	12512.733695240851	12493.378227611887	12493.378227611887	12384.257636315	12384.257636315	12398.560797970626	12379.205330341661
4.89	12344.111337010923	12422.70300725958	12331.221591970912	12409.81326221957	12490.968396184064	12478.078651144053	12331.221591970912	12409.81326221957	12490.968396184064	12478.078651144053	12490.968396184064	12490.968396184064	12473.550889528356	12473.550889528356	12366.802818992495	12366.802818992495	12379.692564032506	12362.275057376799
5.03	12347.291524402302	12417.762633336519	12335.63961628436	12406.110725218576	12467.486805531487	12455.834897413544	12335.63961628436	12406.110725218576	12467.484610783446	12455.832702665502	12467.486805531487	12467.484610783446	12451.761448293022	12451.75925354498	12345.832018102781	12345.832018102781	12357.483926220724	12341.758568982259
5.19	12348.382313305425	12409.782535796898	12337.84533631902	12399.245558810493	12442.79371488346	12432.256737897056	12337.84533631902	12399.245558810493	12442.791520135419	12432.254543149014	12442.79371488346	12442.791520135419	12428.591511587802	12428.58931683976	12339.122678655913	12339.122678655913	12349.659655642317	12335.457452346658
5.35	12347.704136684712	12400.406579601025	12338.031889752805	12390.734332669119	12421.425664897732	12411.753417965825	12338.031889752805	12390.734332669119	12421.425664897732	12411.753417965825	12421.425664897732	12421.425664897732	12408.39984560394	12408.39984560394	12339.932540059279	12339.932540059279	12349.604786991185	12336.578967697395
5.54	12345.461105983268	12388.37936986747	12336.686510276559	12379.604774160762	12400.248557866827	12391.473962160118	12336.686510276559	12379.604774160762	12400.248557866827	12391.473962160118	12400.248557866827	12400.248557866827	12388.443017535712	12388.443017535712	12339.353127025563	12339.353127025563	12348.127722732272	12336.322182401156
5.74	12342.517951180678	12376.115127545083	12334.333742222952	12367.930918587357	12382.752040356485	12374.56783139876	12334.333742222952	12367.930918587357	12382.752040356485	12374.56783139876	12382.752040356485	12382.752040356485	12371.747582411626	12371.747582411626	12337.906789214278	12337.906789214278	12346.090998172003	12335.086540227145
5.96	12339.274116146	12363.69725298458	12331.548609179517	12355.971746018098	12367.665354273995	12359.939847307513	12331.548609179517	12355.971746018098	12367.665354273995	12359.939847307513	12367.665354273995	12367.665354273995	12357.28200952572	12357.28200952572	12335.931517549252	12335.931517549252	12343.657024515735	12333.273679767459
6.21	12335.883233117303	12351.408868433748	12328.508885562944	12344.034520879388	12354.452981571361	12347.078634017002	12328.508885562944	12344.034520879388	12354.452981571361	12347.078634017002	12354.452981571361	12354.452981571361	12344.545896773721	12344.545896773721	12333.664344619363	12333.664344619363	12341.038692173723	12331.131607376083
6.5	12332.562581976046	12339.796465780542	12325.447214465952	12332.681098270448	12342.939342480197	12335.823974970102	12325.447214465952	12332.681098270448	12342.939342480197	12335.823974970102	12342.939342480197	12342.939342480197	12333.383417094665	12333.383417094665	12331.298408102448	12331.298408102448	12338.413775612542	12328.85785022701
6.82	12329.689659060867	12330.045207969059	12322.738897529096	12323.094446437288	12333.734576506758	12326.783814974988	12322.738897529096	12323.094446437288	12333.734576506758	12326.783814974988	12333.734576506758	12333.734576506758	12324.40032049871	12324.40032049871	12329.138777751694	12329.138777751694	12336.089539283465	12326.755283275415
7.19	12322.080473640774	12327.244711689345	12315.224086199916	12320.388324248488	12326.397539619196	12319.541152178339	12315.224086199916	12320.388324248488	12326.399734367238	12319.54334692638	12326.397539619196	12326.399734367238	12317.192773645758	12317.1949683938	12327.213985241731	12327.213985241731	12334.070372682589	12324.86560670915
7.62	12316.123932198097	12325.317724431326	12309.315829164247	12318.509621397476	12323.162483576656	12316.354380542805	12309.315829164247	12318.509621397476	12323.162483576656	12316.354380542805	12323.162483576656	12323.162483576656	12314.021365246517	12314.021365246517	12321.419855004395	12321.419855004395	12328.227958038246	12319.086839708107
8.14	12312.021951353046	12323.888944604361	12305.231406278574	12317.098399529888	12321.00065847786	12314.210113403387	12305.231406278574	12317.098399529888	12321.00065847786	12314.210113403387	12321.00065847786	12321.00065847786	12311.883682326268	12311.883682326268	12317.085231066594	12317.085231066594	12323.875776141067	12314.758799989475
8.76	12312.122909663129	12320.43002441137	12305.33455936164	12313.64167410988	12319.729900335195	12312.941550033705	12305.33455936164	12313.64167410988	12319.729900335195	12312.941550033705	12319.729900335195	12319.729900335195	12310.6151189566	12310.6151189566	12314.497625172196	12314.497625172196	12321.285975473686	12312.171194095092
9.55	12311.734439584237	12319.080255439025	12304.943894534706	12312.289710389494	12319.058307983563	12312.267762934032	12304.943894534706	12312.289710389494	12319.058307983563	12312.267762934032	12319.058307983563	12319.058307983563	12309.941331856913	12309.941331856913	12313.143466703783	12313.143466703783	12319.934011753314	12310.817035626664
10.56	12311.600560053543	12318.53815312202	12304.80782025597	12311.745413324446	12318.792743670216	12312.000003872643	12304.80782025597	12311.745413324446	12318.792743670216	12312.000003872643	12318.792743670216	12318.792743670216	12309.673572795524	12309.673572795524	12312.616727598099	12312.616727598099	12319.409467395672	12310.29029652098
11.96	12311.57641785004	12318.388910355017	12304.783678052467	12311.596170557445	12318.722511807748	12311.929772010175	12304.785872800509	12311.598365305486	12318.722511807748	12311.931966758217	12318.722511807748	12318.722511807748	12309.60334093307	12309.60334093307	12312.480653319362	12312.482848067404	12319.273393116935	12310.154222242258
14.03	12311.574223101998	12318.364768151529	12304.781483304425	12311.572028353956	12318.711538067553	12311.91879826998	12304.781483304425	12311.572028353956	12318.711538067553	12311.91879826998	12318.711538067553	12318.711538067553	12309.59017244482	12309.59017244482	12312.463095359984	12312.463095359984	12319.255835157557	12310.134469534823
17.58	12311.574223101998	12318.36476817647	12304.781483304425	12311.572028378898	12318.709343344453	12311.91660354688	12304.781483304425	12311.572028378898	12318.711538092495	12311.918798294922	12318.709343344453	12318.711538092495	12309.590172469761	12309.592367217803	12312.463095359984	12312.463095359984	12319.255835157557	12310.136664282865
25.83	12311.574223101998	12318.364768151529	12304.781483304425	12311.572028353956	12318.711538067553	12311.91879826998	12304.781483304425	12311.572028353956	12318.709343319511	12311.916603521939	12318.711538067553	12318.709343319511	12309.590172444834	12309.587977696792	12312.465290108026	12312.465290108026	12319.258029905599	12310.13666428288
