R	3A2_12B1	3A2_12B2	12A2_3A2
3.17e-08	2568937760428104.0	2568937760428104.0	2558932483030112.0
3.2200000000000004e-08	2569731534741925.0	2569731948176170.0	2559796539451697.5
3.26e-08	2569856388832826.0	2569856802267071.5	2559996636729468.0
3.31e-08	2569408650506815.5	2569409063922226.5	2559654734971100.5
3.3599999999999996e-08	2568340362559179.5	2568341189408835.5	2558705513185608.0
3.42e-08	2566314584310645.5	2566315411160301.5	2556841383771748.5
3.48e-08	2563566967536536.5	2563566554102288.5	2554275260186396.5
3.54e-08	2560190946078478.5	2560191359512726.5	2551101403139666.5
3.61e-08	2555571344828195.5	2555571344828195.5	2546741845663631.0
3.6800000000000005e-08	2550340702717915.5	2550340702717915.5	2541798533328585.5
3.76e-08	2543804053788794.0	2543804053788794.0	2535591796847234.5
3.85e-08	2535867964161525.0	2535867964161525.0	2528093936803181.0
3.95e-08	2526619666352414.5	2526619666352414.5	2519381023232955.5
4.05e-08	2517134889937168.5	2517134889937168.5	2510455196262380.5
4.17e-08	2505723970496860.0	2505732652389996.0	2499752058922332.5
4.3099999999999996e-08	2492735424549444.0	2492735424549444.0	2487620127787268.0
4.46e-08	2479507092634935.0	2479507092634935.0	2475326961251774.0
4.64e-08	2464898750960950.0	2464898750960950.0	2461833211030830.5
4.85e-08	2449933624253618.5	2449933624253618.5	2448112490946546.0
5.11e-08	2434664217400194.5	2434664217400194.5	2434226814666635.0
5.4299999999999997e-08	2420616478851358.0	2420616478851358.0	2421498725946549.5
5.8499999999999994e-08	2408950063281658.5	2408950063281658.5	2410666600267320.5
6.440000000000001e-08	2401237636100271.5	2401237636100271.5	2402696609860651.5
7.37e-08	2397320029040326.5	2397320029040326.5	2397817378270368.5
9.28e-08	2395894956078181.0	2395894956078181.0	2395770515402690.5
1e-06	2395853475853016.5	2395853475853016.5	2395853475853016.5
