R	9A1_3A1	3B1_9A1	3B2_9A1
3.76e-08	2187791304842200.8	2183681868982212.8	2183682695831871.5
3.85e-08	2191843688170084.5	2187511416695038.5	2187512243544694.5
3.95e-08	2195564918766299.5	2190975910915626.8	2190976737765282.8
4.05e-08	2198578780696499.0	2193730555902397.2	2193731382752053.2
4.17e-08	2201409495719797.5	2196263192142602.8	2196264018992258.5
4.3099999999999996e-08	2203847457815624.2	2198380337099206.0	2198380750533453.8
4.46e-08	2205641718555958.2	2199872384808166.8	2199872798242412.0
4.64e-08	2206963435499431.5	2200893955816150.0	2200894369250398.0
4.85e-08	2207713800291063.0	2201361538515077.5	2201361951930485.5
5.11e-08	2207840721515521.2	2201236684443013.5	2201237097858421.5
5.4299999999999997e-08	2207237949114410.0	2200437535578169.0	2200437949012414.2
5.8499999999999994e-08	2205805021071113.0	2198835103656714.8	2198835517072122.8
6.440000000000001e-08	2203430726304635.2	2196355385719167.8	2196355799153413.0
7.37e-08	2200590915935121.0	2193461003366520.2	2193461416800765.5
9.28e-08	2198757379920874.8	2191608036413604.8	2191608449847852.8
1e-06	2193991288727446.0	2193991288727446.0	2193991288727446.0
