R	3A2_11B1	3A2_11B2	11A2_3A2
2.4300000000000003e-08	2090286877189447.8	2090286877189447.8	2242501373827205.5
2.44e-08	2094641060152131.2	2094641060152131.2	2245099331058400.2
2.46e-08	2103623939673647.2	2103623939673647.2	2250199744564435.2
2.4700000000000003e-08	2108210466975352.0	2108210466975352.0	2252702200839275.0
2.49e-08	2117467033281025.0	2117467033281025.0	2257615746643203.5
2.5e-08	2122098210388823.0	2122098210388823.0	2260027249568868.0
2.52e-08	2131286561720288.0	2131286561720288.0	2264760955902193.5
2.5400000000000002e-08	2140293419825327.0	2140293419825327.0	2269377249735012.5
2.55e-08	2144705068735525.0	2144705068735525.0	2271637852890370.5
2.57e-08	2153315039683652.2	2153315039683652.2	2276081335446408.5
2.59e-08	2161610394874398.5	2161610394874398.5	2280409886107420.0
2.61e-08	2169570463104024.8	2169570463104024.8	2284623918269981.0
2.63e-08	2177186562441726.5	2177186562441726.5	2288722605103275.5
2.65e-08	2184456212357367.0	2184456212357367.0	2292706360041540.5
2.67e-08	2191382306853002.2	2191382306853002.2	2296573529366635.5
2.69e-08	2197971047235123.2	2197971047235123.2	2300323699663143.5
2.71e-08	2204230702000298.2	2204230702000298.2	2303955217212921.0
2.7400000000000004e-08	2213028367500185.5	2213028367500185.5	2309179657960201.0
2.76e-08	2218508717792267.8	2218508717792267.8	2312510202762504.5
2.7900000000000002e-08	2226183109927137.2	2226183109927137.2	2317277396422144.5
2.81e-08	2230951130436431.0	2230951130436431.0	2320301180510547.0
2.84e-08	2237607672377352.0	2237607672377352.0	2324604512304134.5
2.8700000000000002e-08	2243702784343468.5	2243702784343468.5	2328627542516314.5
2.89e-08	2247471558710155.5	2247471558710155.5	2331154390808922.5
2.92e-08	2252707575333784.5	2252707575333784.5	2334710665190668.0
2.96e-08	2258989141586597.0	2258988728171186.0	2339045417195850.5
2.99e-08	2263180435430699.0	2263180435430699.0	2341955923088540.5
3.02e-08	2266980630065489.5	2266980630065489.5	2344595222746042.0
3.06e-08	2271498528958738.5	2271498528958738.5	2347702931933287.0
3.09e-08	2274519419082762.0	2274519419082762.0	2349734498110575.5
3.13e-08	2278122823819571.5	2278122823819571.5	2352058355161037.0
3.17e-08	2281328927965224.0	2281328927965224.0	2353953491389912.0
3.2200000000000004e-08	2284871145902812.5	2284871145902812.5	2355749405810721.0
3.26e-08	2287448845364519.5	2287448845364519.5	2356792474890936.0
3.31e-08	2290478003966271.0	2290478003966271.0	2357623870817028.5
3.3599999999999996e-08	2293420343523641.0	2293420343523641.0	2357982309549686.5
3.42e-08	2296990260877621.5	2296990260877621.5	2357871098449857.5
3.48e-08	2300716039156364.5	2300715625740956.5	2357271633466213.0
3.54e-08	2304645222111499.0	2304645222111499.0	2356295125660896.5
3.61e-08	2309450037345734.0	2309450037345734.0	2354819614926223.5
3.6800000000000005e-08	2314396657079409.0	2314396657079409.0	2353140699533998.5
3.76e-08	2320073797250635.0	2320073797250635.0	2351178175180571.0
3.85e-08	2326299551255244.5	2326299551255244.5	2349158184879632.0
3.95e-08	2332822557174454.0	2332822557174454.0	2347419736406335.0
4.05e-08	2339238072864386.0	2339238072864386.0	2346332017520029.5
4.17e-08	2345330290847284.0	2345330704281532.0	2345914459159381.5
4.3099999999999996e-08	2351723895049578.5	2351723895049578.5	2346426278230154.5
4.46e-08	2357344396104111.5	2357344396104111.5	2347693836605905.5
4.64e-08	2362553540160999.5	2362553540160999.5	2349588972834778.0
4.85e-08	2366871341776480.5	2366871341776480.5	2351810714112797.0
5.11e-08	2370065043196125.0	2370065043196125.0	2354162683995064.0
5.4299999999999997e-08	2371451254318609.0	2371451254318609.0	2356295125660894.0
5.8499999999999994e-08	2370299868084114.5	2370299868084114.5	2358026132487287.0
6.440000000000001e-08	2366423190016227.5	2366423190016227.5	2359223408774104.0
7.37e-08	2361773822234827.0	2361773822234827.0	2359829075120757.0
9.28e-08	2359647168516589.0	2359647168516589.0	2359240772598051.0
1e-06	2359561507039124.5	2359561507039124.5	2359561507039124.5
