 R = [25.83, 17.58, 14.03, 11.96, 10.56, 9.55, 8.76, 8.14, 7.62, 7.19, 6.82, 6.5, 6.21, 5.96, 5.74, 5.54, 5.35, 5.19, 5.03, 4.89, 4.76, 4.64, 4.53, 4.42, 4.32, 4.23, 4.14, 4.06, 3.98, 3.9, 3.83, 3.77, 3.7, 3.64, 3.58, 3.53, 3.47, 3.42, 3.37, 3.33, 3.28, 3.24, 3.2, 3.16, 3.12, 3.08, 3.04, 3.01, 2.97, 2.94, 2.91, 2.88, 2.85, 2.82, 2.79, 2.76, 2.73, 2.71, 2.68, 2.66, 2.63, 2.61, 2.59, 2.56, 2.54, 2.52, 2.5, 2.48, 2.46, 2.44, 2.42, 2.4, 2.38, 2.36, 2.35, 2.33, 2.31, 2.3, 2.28, 2.26]
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
  26   3   -529.55770581      0.00075187      165.02      0.00276238      606.27      0.0752
  27   3   -529.55083975      0.00761793     1671.94      0.00962845     2113.20      0.2620
  28   3   -529.51191434      0.04654334    10215.08      0.04855385    10656.34      1.3212
  29   3   -529.50768495      0.05077273    11143.33      0.05278324    11584.58      1.4363
  30   3   -529.50669784      0.05175984    11359.97      0.05377035    11801.23      1.4632
  31   3   -529.50492339      0.05353429    11749.42      0.05554480    12190.67      1.5115
  32   3   -529.50123384      0.05722384    12559.18      0.05923436    13000.44      1.6118
  33   3   -529.50070759      0.05775009    12674.68      0.05976061    13115.94      1.6262
  34   3   -529.49872328      0.05973440    13110.19      0.06174492    13551.44      1.6802
  35   3   -529.49714240      0.06131528    13457.15      0.06332579    13898.40      1.7232
  36   3   -529.49220882      0.06624886    14539.94      0.06825937    14981.20      1.8574
 
  37   4   -529.56046819     -0.00201051     -441.26      0.00000000        0.00      0.0000
  38   4   -529.56017901     -0.00172133     -377.79      0.00028918       63.47      0.0079
  39   4   -529.55428344      0.00417424      916.14      0.00618475     1357.40      0.1683
  40   4   -529.51191640      0.04654128    10214.63      0.04855179    10655.89      1.3212
  41   4   -529.50727893      0.05117875    11232.44      0.05318926    11673.69      1.4474
  42   4   -529.50621856      0.05223911    11465.16      0.05424963    11906.42      1.4762
  43   4   -529.50541184      0.05304584    11642.22      0.05505635    12083.47      1.4982
  44   4   -529.50103969      0.05741799    12601.79      0.05942851    13043.05      1.6171
  45   4   -529.50086187      0.05759581    12640.82      0.05960633    13082.08      1.6220
  46   4   -529.49887384      0.05958384    13077.14      0.06159435    13518.40      1.6761
  47   4   -529.49725072      0.06120696    13433.38      0.06321747    13874.63      1.7202
  48   4   -529.49243799      0.06601969    14489.65      0.06803021    14930.90      1.8512
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56032536     -0.00201052     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55776375      0.00055109      120.95      0.00256161      562.21      0.0697
   3   1   -529.55079178      0.00752306     1651.12      0.00953358     2092.38      0.2594
   4   1   -529.50737274      0.05094210    11180.50      0.05295262    11621.76      1.4409
   5   1   -529.50624243      0.05207241    11428.57      0.05408293    11869.83      1.4717
   6   1   -529.50559067      0.05272417    11571.62      0.05473469    12012.88      1.4894
   7   1   -529.50243627      0.05587857    12263.93      0.05788909    12705.19      1.5752
   8   1   -529.50088267      0.05743217    12604.91      0.05944270    13046.16      1.6175
   9   1   -529.49853309      0.05978175    13120.58      0.06179227    13561.84      1.6815
  10   1   -529.49710218      0.06121266    13434.63      0.06322319    13875.89      1.7204
  11   1   -529.49385662      0.06445822    14146.94      0.06646874    14588.20      1.8087
  12   1   -529.48879977      0.06951507    15256.79      0.07152559    15698.05      1.9463
 
  13   2   -529.56011515     -0.00180031     -395.12      0.00021022       46.14      0.0057
  14   2   -529.55755951      0.00075533      165.78      0.00276585      607.03      0.0753
  15   2   -529.55069876      0.00761607     1671.54      0.00962660     2112.79      0.2620
  16   2   -529.51192297      0.04639187    10181.84      0.04840239    10623.10      1.3171
  17   2   -529.50771810      0.05059674    11104.70      0.05260726    11545.96      1.4315
  18   2   -529.50673311      0.05158173    11320.88      0.05359225    11762.14      1.4583
  19   2   -529.50495906      0.05335578    11710.24      0.05536630    12151.50      1.5066
  20   2   -529.50124257      0.05707227    12525.91      0.05908279    12967.17      1.6077
  21   2   -529.50063254      0.05768230    12659.80      0.05969282    13101.06      1.6243
  22   2   -529.49864921      0.05966563    13095.09      0.06167615    13536.35      1.6783
  23   2   -529.49697920      0.06133564    13461.62      0.06334616    13902.88      1.7237
  24   2   -529.49202052      0.06629432    14549.92      0.06830484    14991.18      1.8587
 
  25   3   -529.56011517     -0.00180033     -395.13      0.00021019       46.13      0.0057
  26   3   -529.55755951      0.00075533      165.77      0.00276585      607.03      0.0753
  27   3   -529.55069874      0.00761610     1671.54      0.00962662     2112.80      0.2620
  28   3   -529.51192297      0.04639187    10181.84      0.04840239    10623.10      1.3171
  29   3   -529.50771810      0.05059674    11104.70      0.05260726    11545.96      1.4315
  30   3   -529.50673310      0.05158174    11320.88      0.05359226    11762.14      1.4583
  31   3   -529.50495905      0.05335579    11710.24      0.05536631    12151.50      1.5066
  32   3   -529.50124257      0.05707227    12525.92      0.05908279    12967.17      1.6077
  33   3   -529.50063254      0.05768230    12659.80      0.05969283    13101.06      1.6243
  34   3   -529.49864921      0.05966563    13095.09      0.06167615    13536.35      1.6783
  35   3   -529.49697919      0.06133565    13461.62      0.06334618    13902.88      1.7237
  36   3   -529.49202050      0.06629434    14549.92      0.06830486    14991.18      1.8587
 
  37   4   -529.56032536     -0.00201052     -441.26      0.00000000        0.00      0.0000
  38   4   -529.56003020     -0.00171536     -376.48      0.00029516       64.78      0.0080
  39   4   -529.55413725      0.00417759      916.88      0.00618811     1358.13      0.1684
  40   4   -529.51192505      0.04638979    10181.38      0.04840032    10622.64      1.3170
  41   4   -529.50731235      0.05100249    11193.75      0.05301302    11635.01      1.4426
  42   4   -529.50625038      0.05206446    11426.83      0.05407498    11868.09      1.4715
  43   4   -529.50544366      0.05287118    11603.88      0.05488171    12045.14      1.4934
  44   4   -529.50097201      0.05734283    12585.30      0.05935335    13026.55      1.6151
  45   4   -529.50087085      0.05744399    12607.50      0.05945451    13048.76      1.6178
  46   4   -529.49878006      0.05953478    13066.37      0.06154530    13507.63      1.6747
  47   4   -529.49710137      0.06121347    13434.80      0.06322399    13876.06      1.7204
  48   4   -529.49225295      0.06606189    14498.91      0.06807241    14940.17      1.8523
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56020534     -0.00201053     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55764516      0.00054964      120.63      0.00256017      561.89      0.0697
   3   1   -529.55067727      0.00751753     1649.91      0.00952806     2091.17      0.2593
   4   1   -529.50740013      0.05079468    11148.14      0.05280521    11589.40      1.4369
   5   1   -529.50626932      0.05192548    11396.33      0.05393601    11837.59      1.4677
   6   1   -529.50561746      0.05257734    11539.39      0.05458787    11980.65      1.4854
   7   1   -529.50243194      0.05576287    12238.54      0.05777340    12679.80      1.5721
   8   1   -529.50089285      0.05730195    12576.33      0.05931248    13017.59      1.6140
   9   1   -529.49851131      0.05968349    13099.01      0.06169402    13540.27      1.6788
  10   1   -529.49698442      0.06121038    13434.13      0.06322091    13875.39      1.7203
  11   1   -529.49374738      0.06444743    14144.58      0.06645796    14585.84      1.8084
  12   1   -529.48875615      0.06943866    15240.02      0.07144919    15681.28      1.9442
 
  13   2   -529.55999267     -0.00179786     -394.59      0.00021267       46.67      0.0058
  14   2   -529.55743770      0.00075711      166.17      0.00276764      607.43      0.0753
  15   2   -529.55058102      0.00761379     1671.03      0.00962432     2112.29      0.2619
  16   2   -529.51193084      0.04626397    10153.77      0.04827450    10595.03      1.3136
  17   2   -529.50774484      0.05044997    11072.49      0.05246050    11513.75      1.4275
  18   2   -529.50676294      0.05143187    11287.99      0.05344240    11729.25      1.4542
  19   2   -529.50498974      0.05320507    11677.16      0.05521560    12118.42      1.5025
  20   2   -529.50125485      0.05693995    12496.88      0.05895048    12938.14      1.6041
  21   2   -529.50058192      0.05761288    12644.57      0.05962341    13085.83      1.6224
  22   2   -529.49858400      0.05961081    13083.06      0.06162134    13524.32      1.6768
  23   2   -529.49685141      0.06134339    13463.32      0.06335392    13904.58      1.7239
  24   2   -529.49187437      0.06632044    14555.65      0.06833097    14996.91      1.8594
 
  25   3   -529.55999269     -0.00179789     -394.59      0.00021264       46.67      0.0058
  26   3   -529.55743770      0.00075710      166.16      0.00276763      607.43      0.0753
  27   3   -529.55058100      0.00761381     1671.04      0.00962434     2112.30      0.2619
  28   3   -529.51193084      0.04626397    10153.77      0.04827450    10595.03      1.3136
  29   3   -529.50774484      0.05044997    11072.49      0.05246050    11513.75      1.4275
  30   3   -529.50676293      0.05143187    11287.99      0.05344240    11729.25      1.4542
  31   3   -529.50498973      0.05320508    11677.16      0.05521561    12118.42      1.5025
  32   3   -529.50125485      0.05693996    12496.88      0.05895049    12938.14      1.6041
  33   3   -529.50058192      0.05761289    12644.57      0.05962342    13085.83      1.6224
  34   3   -529.49858400      0.05961081    13083.06      0.06162134    13524.32      1.6768
  35   3   -529.49685140      0.06134340    13463.32      0.06335393    13904.58      1.7239
  36   3   -529.49187435      0.06632045    14555.66      0.06833098    14996.92      1.8594
 
  37   4   -529.56020534     -0.00201053     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55990653     -0.00171172     -375.68      0.00029881       65.58      0.0081
  39   4   -529.55401519      0.00417962      917.32      0.00619015     1358.58      0.1684
  40   4   -529.51193294      0.04626187    10153.31      0.04827240    10594.57      1.3136
  41   4   -529.50733964      0.05085516    11161.42      0.05286569    11602.68      1.4385
  42   4   -529.50627749      0.05191731    11394.53      0.05392784    11835.79      1.4675
  43   4   -529.50547145      0.05272335    11571.44      0.05473388    12012.70      1.4894
  44   4   -529.50092829      0.05726652    12568.55      0.05927705    13009.81      1.6130
  45   4   -529.50088108      0.05731373    12578.91      0.05932426    13020.17      1.6143
  46   4   -529.49870063      0.05949418    13057.46      0.06150471    13498.72      1.6736
  47   4   -529.49698370      0.06121111    13434.29      0.06322164    13875.55      1.7203
  48   4   -529.49210918      0.06608562    14504.12      0.06809615    14945.38      1.8530
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.56004765     -0.00201053     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55749008      0.00054704      120.06      0.00255758      561.32      0.0696
   3   1   -529.55052946      0.00750766     1647.74      0.00951819     2089.00      0.2590
   4   1   -529.50743474      0.05060237    11105.94      0.05261291    11547.20      1.4317
   5   1   -529.50630486      0.05173225    11353.92      0.05374279    11795.18      1.4624
   6   1   -529.50565414      0.05238298    11496.73      0.05439351    11938.00      1.4801
   7   1   -529.50242816      0.05560896    12204.76      0.05761950    12646.02      1.5679
   8   1   -529.50090891      0.05712821    12538.19      0.05913875    12979.45      1.6092
   9   1   -529.49848643      0.05955069    13069.86      0.06156122    13511.13      1.6752
  10   1   -529.49684050      0.06119662    13431.11      0.06320715    13872.37      1.7200
  11   1   -529.49361678      0.06442034    14138.63      0.06643088    14579.89      1.8077
  12   1   -529.48870892      0.06932819    15215.78      0.07133873    15657.04      1.9412
 
  13   2   -529.55983313     -0.00179601     -394.18      0.00021452       47.08      0.0058
  14   2   -529.55727931      0.00075780      166.32      0.00276834      607.58      0.0753
  15   2   -529.55042733      0.00760979     1670.16      0.00962032     2111.42      0.2618
  16   2   -529.51194154      0.04609558    10116.81      0.04810611    10558.07      1.3090
  17   2   -529.50777815      0.05025897    11030.57      0.05226951    11471.83      1.4223
  18   2   -529.50680213      0.05123499    11244.78      0.05324552    11686.04      1.4489
  19   2   -529.50503070      0.05300642    11633.56      0.05501696    12074.83      1.4971
  20   2   -529.50127521      0.05676190    12457.80      0.05877244    12899.06      1.5993
  21   2   -529.50053111      0.05750601    12621.11      0.05951654    13062.37      1.6195
  22   2   -529.49849687      0.05954025    13067.57      0.06155079    13508.84      1.6749
  23   2   -529.49669608      0.06134104    13462.80      0.06335157    13904.06      1.7239
  24   2   -529.49169818      0.06633894    14559.71      0.06834947    15000.97      1.8599
 
  25   3   -529.55983315     -0.00179603     -394.18      0.00021450       47.08      0.0058
  26   3   -529.55727932      0.00075780      166.32      0.00276833      607.58      0.0753
  27   3   -529.55042731      0.00760980     1670.16      0.00962034     2111.42      0.2618
  28   3   -529.51194154      0.04609558    10116.81      0.04810612    10558.07      1.3090
  29   3   -529.50777815      0.05025897    11030.57      0.05226951    11471.83      1.4223
  30   3   -529.50680213      0.05123499    11244.78      0.05324553    11686.04      1.4489
  31   3   -529.50503069      0.05300643    11633.57      0.05501696    12074.83      1.4971
  32   3   -529.50127521      0.05676191    12457.80      0.05877244    12899.06      1.5993
  33   3   -529.50053111      0.05750601    12621.11      0.05951654    13062.37      1.6195
  34   3   -529.49849686      0.05954025    13067.58      0.06155079    13508.84      1.6749
  35   3   -529.49669607      0.06134105    13462.80      0.06335158    13904.06      1.7239
  36   3   -529.49169817      0.06633895    14559.72      0.06834948    15000.98      1.8599
 
  37   4   -529.56004765     -0.00201053     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55974608     -0.00170896     -375.07      0.00030158       66.19      0.0082
  39   4   -529.55385600      0.00418112      917.65      0.00619166     1358.91      0.1685
  40   4   -529.51194368      0.04609344    10116.34      0.04810397    10557.60      1.3090
  41   4   -529.50737414      0.05066297    11119.24      0.05267351    11560.50      1.4333
  42   4   -529.50631331      0.05172381    11352.06      0.05373434    11793.32      1.4622
  43   4   -529.50550907      0.05252805    11528.57      0.05453859    11969.84      1.4841
  44   4   -529.50089721      0.05713991    12540.76      0.05915045    12982.02      1.6096
  45   4   -529.50088569      0.05715143    12543.29      0.05916196    12984.55      1.6099
  46   4   -529.49859799      0.05943912    13045.38      0.06144966    13486.64      1.6721
  47   4   -529.49683987      0.06119725    13431.24      0.06320779    13872.51      1.7200
  48   4   -529.49193568      0.06610144    14507.59      0.06811197    14948.85      1.8534
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55991500     -0.00201054     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55736023      0.00054424      119.45      0.00255478      560.71      0.0695
   3   1   -529.55040739      0.00749708     1645.42      0.00950762     2086.68      0.2587
   4   1   -529.50746240      0.05044207    11070.75      0.05245260    11512.02      1.4273
   5   1   -529.50633459      0.05156988    11318.28      0.05358041    11759.54      1.4580
   6   1   -529.50568603      0.05221843    11460.62      0.05422897    11901.88      1.4756
   7   1   -529.50242608      0.05547839    12176.10      0.05748893    12617.36      1.5644
   8   1   -529.50092393      0.05698053    12505.78      0.05899107    12947.04      1.6052
   9   1   -529.49846835      0.05943612    13044.72      0.06144665    13485.98      1.6720
  10   1   -529.49672866      0.06117581    13426.54      0.06318635    13867.80      1.7194
  11   1   -529.49351756      0.06438690    14131.29      0.06639744    14572.55      1.8068
  12   1   -529.48867762      0.06922684    15193.54      0.07123738    15634.80      1.9385
 
  13   2   -529.55970017     -0.00179571     -394.11      0.00021483       47.15      0.0058
  14   2   -529.55714730      0.00075716      166.18      0.00276770      607.44      0.0753
  15   2   -529.55029791      0.00760656     1669.45      0.00961709     2110.71      0.2617
  16   2   -529.51195046      0.04595401    10085.74      0.04796454    10527.00      1.3052
  17   2   -529.50780431      0.05010015    10995.71      0.05211069    11436.97      1.4180
  18   2   -529.50683489      0.05106958    11208.48      0.05308011    11649.74      1.4444
  19   2   -529.50506548      0.05283899    11596.82      0.05484953    12038.08      1.4925
  20   2   -529.50129469      0.05660977    12424.41      0.05862031    12865.67      1.5951
  21   2   -529.50050011      0.05740436    12598.80      0.05941490    13040.06      1.6168
  22   2   -529.49842441      0.05948005    13054.36      0.06149059    13495.62      1.6732
  23   2   -529.49657596      0.06132851    13460.05      0.06333904    13901.31      1.7235
  24   2   -529.49156306      0.06634140    14560.25      0.06835194    15001.52      1.8600
 
  25   3   -529.55970020     -0.00179573     -394.12      0.00021481       47.14      0.0058
  26   3   -529.55714731      0.00075716      166.18      0.00276769      607.44      0.0753
  27   3   -529.55029790      0.00760657     1669.45      0.00961710     2110.71      0.2617
  28   3   -529.51195046      0.04595401    10085.74      0.04796454    10527.00      1.3052
  29   3   -529.50780431      0.05010015    10995.71      0.05211069    11436.97      1.4180
  30   3   -529.50683489      0.05106958    11208.48      0.05308011    11649.74      1.4444
  31   3   -529.50506547      0.05283899    11596.82      0.05484953    12038.08      1.4925
  32   3   -529.50129469      0.05660977    12424.41      0.05862031    12865.67      1.5951
  33   3   -529.50050010      0.05740436    12598.80      0.05941490    13040.06      1.6168
  34   3   -529.49842441      0.05948006    13054.36      0.06149059    13495.63      1.6732
  35   3   -529.49657595      0.06132851    13460.05      0.06333905    13901.31      1.7235
  36   3   -529.49156306      0.06634141    14560.26      0.06835195    15001.52      1.8600
 
  37   4   -529.55991500     -0.00201054     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55961297     -0.00170850     -374.97      0.00030203       66.29      0.0082
  39   4   -529.55372316      0.00418131      917.69      0.00619184     1358.95      0.1685
  40   4   -529.51195265      0.04595181    10085.26      0.04796235    10526.52      1.3051
  41   4   -529.50740174      0.05050273    11084.07      0.05251327    11525.33      1.4290
  42   4   -529.50634335      0.05156111    11316.36      0.05357165    11757.62      1.4578
  43   4   -529.50554138      0.05236308    11492.37      0.05437362    11933.63      1.4796
  44   4   -529.50091239      0.05699208    12508.32      0.05900262    12949.58      1.6055
  45   4   -529.50086030      0.05704417    12519.75      0.05905470    12961.01      1.6070
  46   4   -529.49851503      0.05938943    13034.47      0.06139997    13475.74      1.6708
  47   4   -529.49672809      0.06117638    13426.66      0.06318692    13867.93      1.7194
  48   4   -529.49180248      0.06610199    14507.71      0.06811252    14948.97      1.8534
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55977616     -0.00201054     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55722501      0.00054062      118.65      0.00255115      559.91      0.0694
   3   1   -529.55028214      0.00748349     1642.44      0.00949403     2083.70      0.2583
   4   1   -529.50748971      0.05027591    11034.29      0.05228645    11475.55      1.4228
   5   1   -529.50636545      0.05140017    11281.03      0.05341071    11722.30      1.4534
   6   1   -529.50572016      0.05204547    11422.66      0.05405601    11863.92      1.4709
   7   1   -529.50242450      0.05534112    12145.97      0.05735166    12587.23      1.5606
   8   1   -529.50094064      0.05682498    12471.64      0.05883552    12912.90      1.6010
   9   1   -529.49845188      0.05931374    13017.86      0.06132428    13459.12      1.6687
  10   1   -529.49661995      0.06114567    13419.92      0.06315621    13861.19      1.7186
  11   1   -529.49342322      0.06434240    14121.52      0.06635294    14562.79      1.8056
  12   1   -529.48865257      0.06911306    15168.56      0.07112359    15609.82      1.9354
 
  13   2   -529.55956230     -0.00179668     -394.33      0.00021386       46.94      0.0058
  14   2   -529.55701094      0.00075468      165.63      0.00276522      606.90      0.0752
  15   2   -529.55016427      0.00760136     1668.30      0.00961189     2109.57      0.2616
  16   2   -529.51195933      0.04580630    10053.32      0.04781684    10494.58      1.3012
  17   2   -529.50782962      0.04993600    10959.69      0.05194654    11400.95      1.4135
  18   2   -529.50686875      0.05089688    11170.57      0.05290742    11611.84      1.4397
  19   2   -529.50510196      0.05266367    11558.34      0.05467421    11999.60      1.4878
  20   2   -529.50131642      0.05644920    12389.17      0.05845974    12830.43      1.5908
  21   2   -529.50047692      0.05728870    12573.42      0.05929924    13014.68      1.6136
  22   2   -529.49835128      0.05941435    13039.94      0.06142489    13481.20      1.6715
  23   2   -529.49646000      0.06130562    13455.03      0.06331616    13896.29      1.7229
  24   2   -529.49143363      0.06633199    14558.19      0.06834253    14999.45      1.8597
 
  25   3   -529.55956232     -0.00179670     -394.33      0.00021384       46.93      0.0058
  26   3   -529.55701095      0.00075468      165.63      0.00276522      606.89      0.0752
  27   3   -529.55016426      0.00760136     1668.31      0.00961190     2109.57      0.2616
  28   3   -529.51195933      0.04580630    10053.32      0.04781684    10494.58      1.3012
  29   3   -529.50782962      0.04993600    10959.69      0.05194654    11400.95      1.4135
  30   3   -529.50686874      0.05089688    11170.57      0.05290742    11611.84      1.4397
  31   3   -529.50510195      0.05266368    11558.34      0.05467422    11999.60      1.4878
  32   3   -529.50131641      0.05644922    12389.17      0.05845976    12830.43      1.5908
  33   3   -529.50047691      0.05728872    12573.42      0.05929925    13014.68      1.6136
  34   3   -529.49835123      0.05941439    13039.95      0.06142493    13481.21      1.6715
  35   3   -529.49645965      0.06130598    13455.11      0.06331651    13896.37      1.7229
  36   3   -529.49143337      0.06633225    14558.25      0.06834279    14999.51      1.8597
 
  37   4   -529.55977616     -0.00201054     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55947557     -0.00170994     -375.29      0.00030060       65.97      0.0082
  39   4   -529.55358524      0.00418039      917.49      0.00619093     1358.75      0.1685
  40   4   -529.51196159      0.04580404    10052.82      0.04781458    10494.09      1.3011
  41   4   -529.50742898      0.05033665    11047.62      0.05234719    11488.88      1.4244
  42   4   -529.50637444      0.05139119    11279.06      0.05340172    11720.32      1.4531
  43   4   -529.50557558      0.05219005    11454.39      0.05420059    11895.65      1.4749
  44   4   -529.50092917      0.05683645    12474.16      0.05884699    12915.42      1.6013
  45   4   -529.50084161      0.05692402    12493.38      0.05893456    12934.64      1.6037
  46   4   -529.49843298      0.05933265    13022.01      0.06134318    13463.27      1.6692
  47   4   -529.49661943      0.06114619    13420.04      0.06315673    13861.30      1.7186
  48   4   -529.49167449      0.06609114    14505.33      0.06810168    14946.59      1.8531
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55963068     -0.00201053     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55708405      0.00053609      117.66      0.00254663      558.92      0.0693
   3   1   -529.55015353      0.00746662     1638.73      0.00947715     2079.99      0.2579
   4   1   -529.50751626      0.05010388    10996.53      0.05211442    11437.79      1.4181
   5   1   -529.50639713      0.05122302    11242.15      0.05323355    11683.41      1.4486
   6   1   -529.50575647      0.05186368    11382.76      0.05387421    11824.02      1.4660
   7   1   -529.50242294      0.05519721    12114.39      0.05720774    12555.65      1.5567
   8   1   -529.50095853      0.05666161    12435.79      0.05867215    12877.05      1.5966
   9   1   -529.49843684      0.05918330    12989.23      0.06119384    13430.49      1.6652
  10   1   -529.49651509      0.06110506    13411.01      0.06311559    13852.27      1.7175
  11   1   -529.49333425      0.06428589    14109.12      0.06629643    14550.38      1.8040
  12   1   -529.48863417      0.06898598    15140.67      0.07099651    15581.93      1.9319
 
  13   2   -529.55941953     -0.00179938     -394.92      0.00021115       46.34      0.0057
  14   2   -529.55687001      0.00075014      164.64      0.00276067      605.90      0.0751
  15   2   -529.55002513      0.00759502     1666.91      0.00960555     2108.17      0.2614
  16   2   -529.51196785      0.04565229    10019.52      0.04766283    10460.78      1.2970
  17   2   -529.50785370      0.04976645    10922.47      0.05177698    11363.73      1.4089
  18   2   -529.50690357      0.05071658    11131.00      0.05272711    11572.26      1.4348
  19   2   -529.50514000      0.05248014    11518.06      0.05449068    11959.32      1.4828
  20   2   -529.50133994      0.05628020    12352.08      0.05829074    12793.34      1.5862
  21   2   -529.50046074      0.05715941    12545.04      0.05916994    12986.30      1.6101
  22   2   -529.49827962      0.05934053    13023.74      0.06135106    13465.00      1.6694
  23   2   -529.49634821      0.06127194    13447.64      0.06328247    13888.90      1.7220
  24   2   -529.49131014      0.06631001    14553.37      0.06832054    14994.63      1.8591
 
  25   3   -529.55941955     -0.00179940     -394.92      0.00021113       46.34      0.0057
  26   3   -529.55687001      0.00075013      164.64      0.00276067      605.90      0.0751
  27   3   -529.55002513      0.00759502     1666.91      0.00960555     2108.18      0.2614
  28   3   -529.51196785      0.04565229    10019.52      0.04766283    10460.78      1.2970
  29   3   -529.50785370      0.04976645    10922.47      0.05177698    11363.73      1.4089
  30   3   -529.50690357      0.05071658    11131.00      0.05272711    11572.26      1.4348
  31   3   -529.50514000      0.05248015    11518.06      0.05449068    11959.32      1.4828
  32   3   -529.50133994      0.05628020    12352.08      0.05829074    12793.34      1.5862
  33   3   -529.50046074      0.05715941    12545.04      0.05916994    12986.30      1.6101
  34   3   -529.49827962      0.05934053    13023.74      0.06135106    13465.00      1.6694
  35   3   -529.49634821      0.06127194    13447.64      0.06328247    13888.90      1.7220
  36   3   -529.49131013      0.06631001    14553.37      0.06832055    14994.63      1.8591
 
  37   4   -529.55963068     -0.00201053     -441.26      0.00000000        0.00      0.0000
  38   4   -529.55933411     -0.00171397     -376.17      0.00029657       65.09      0.0081
  39   4   -529.55344217      0.00417797      916.96      0.00618851     1358.22      0.1684
  40   4   -529.51197020      0.04564995    10019.01      0.04766048    10460.27      1.2969
  41   4   -529.50745566      0.05016449    11009.83      0.05217502    11451.09      1.4198
  42   4   -529.50640633      0.05121381    11240.13      0.05322435    11681.39      1.4483
  43   4   -529.50561154      0.05200861    11414.57      0.05401914    11855.83      1.4699
  44   4   -529.50094721      0.05667294    12438.27      0.05868347    12879.53      1.5969
  45   4   -529.50082872      0.05679143    12464.28      0.05880196    12905.54      1.6001
  46   4   -529.49835397      0.05926618    13007.42      0.06127671    13448.68      1.6674
  47   4   -529.49651462      0.06110553    13411.11      0.06311606    13852.37      1.7175
  48   4   -529.49155251      0.06606764    14500.17      0.06807817    14941.43      1.8525
--
 Eigenvalues of the spin-orbit matrix
 ....................................

   Nr  Sym         E             E-E0         E-E0           E-E(1)      E-E(1)      E-E(1)
                 (au)            (au)        (cm-1)           (au)       (cm-1)        (eV)
   1   1   -529.55947801     -0.00201053     -441.26      0.00000000        0.00      0.0000
   2   1   -529.55693699      0.00053050      116.43      0.00254102      557.69      0.0691
   3   1   -529.55002158      0.00744591     1634.19      0.00945643     2075.45      0.2573
   4   1   -529.50754156      0.04992592    10957.47      0.05193645    11398.73      1.4133
   5   1   -529.50642931      0.05103817    11201.58      0.05304870    11642.84      1.4435
   6   1   -529.50579487      0.05167261    11340.83      0.05368313    11782.09      1.4608
   7   1   -529.50242085      0.05504663    12081.34      0.05705716    12522.60      1.5526
   8   1   -529.50097710      0.05649038    12398.21      0.05850091    12839.47      1.5919
   9   1   -529.49842310      0.05904438    12958.74      0.06105491    13400.00      1.6614
  10   1   -529.49641469      0.06105279    13399.54      0.06306332    13840.80      1.7160
  11   1   -529.49325113      0.06421635    14093.86      0.06622688    14535.12      1.8021
  12   1   -529.48862297      0.06884451    15109.62      0.07085504    15550.88      1.9281
 
  13   2   -529.55927117     -0.00180369     -395.86      0.00020683       45.39      0.0056
  14   2   -529.55672379      0.00074370      163.22      0.00275422      604.48      0.0749
  15   2   -529.54987993      0.00758755     1665.27      0.00959808     2106.53      0.2612
  16   2   -529.51197519      0.04549229     9984.40      0.04750282    10425.66      1.2926
  17   2   -529.50787571      0.04959177    10884.14      0.05160230    11325.40      1.4042
