R	1A1	2A1	3A1	4A1	5A1	6A1	7A1	8A1	9A1	10A1	11A1	12A1	1B1	2B1	3B1	4B1	5B1	6B1	7B1	8B1	9B1	10B1	11B1	12B1	1B2	2B2	3B2	4B2	5B2	6B2	7B2	8B2	9B2	10B2	11B2	12B2	1A2	2A2	3A2	4A2	5A2	6A2	7A2	8A2	9A2	10A2	11A2	12A2
3.85	93393.6042451	93954.3311983	95480.5972807	105313.2318949	105547.9270905	105680.6016991	106298.7980842	106646.3932242	107116.4464287	107211.7510921	107897.4227574	109164.1930111	93427.1289948	93987.8625322	95503.5960272	104257.7037779	105239.3918504	105448.722363	105832.0018831	106426.8220253	106615.3946274	107195.7667548	107091.1102775	108203.6469296	93427.1289948	93987.8603375	95503.5916377	104257.7037779	105239.3918504	105448.722363	105832.0018831	106426.8220253	106615.3946274	107195.7667548	107091.1102775	108203.6469296	93393.6042451	93439.9594817	94741.474764	104257.20996	105326.1874823	105715.4323229	105546.6409692	106406.6237751	106648.713071	107022.4410552	107212.4599951	108162.3769202
3.95	93358.5717046	93918.4339278	95442.3648002	105321.5587624	105551.6823014	105680.5556094	106284.4246906	106622.492437	107097.9688596	107165.0381118	107829.870661	109125.3350278	93389.2169472	93949.7244258	95466.7264841	104253.3625697	105248.7348854	105454.4111454	105833.7620696	106356.9983666	106598.0693001	107136.6666264	107088.4590239	108117.2704943	93389.2169472	93949.7244258	95466.7220946	104253.3625697	105248.7348854	105454.4111454	105833.7620696	106356.9983666	106598.0693001	107136.6644317	107088.4590239	108117.2704943	93358.5717046	93400.8030129	94704.1948034	104252.8621676	105334.4463127	105714.7124461	105550.48397	106339.2406742	106624.6498726	107014.6431216	107165.9511263	108078.8426813
4.05	93327.7377139	93886.6803383	95408.1530948	105328.6653509	105553.8287633	105678.4684057	106268.6400753	106592.8414144	107079.7568548	107126.098923	107764.4935582	109087.2276478	93355.6417183	93915.914359	95433.8908847	104247.7506034	105257.0398054	105458.4999578	105832.3354845	106289.7842611	106575.4985292	107083.0709217	107089.5761498	108033.9776774	93355.6417183	93915.914359	95433.8864952	104247.7506034	105257.0398054	105458.4999578	105832.3354845	106289.7842611	106575.4985292	107083.0709217	107089.5761498	108033.9776774	93327.7377139	93366.0711527	94671.2538561	104247.243617	105341.4782798	105710.9550404	105552.7182217	106274.0237879	106594.8144914	107009.2133193	107127.2358015	107998.5171615
4.17	93295.7492865	93853.5725904	95372.0670762	105335.7104865	105554.5223032	105673.5675372	106248.4374356	106551.2487773	107058.6982641	107089.3193645	107689.7997574	109043.1088577	93320.6003989	93880.5877226	95399.3872781	104239.6388211	105265.7639219	105461.4760338	105825.8631777	106215.9551903	106541.3526662	107034.1917269	107087.6206308	107939.1031844	93320.6003989	93880.5877226	95399.3828886	104239.6388211	105265.7639219	105461.4804233	105825.8653725	106215.9617746	106541.3680295	107034.2312323	107087.6228256	107939.149274	93295.7492865	93329.7700489	94636.9565557	104239.1318347	105348.4290413	105702.2770136	105553.5214988	106201.4523068	106552.9936006	107004.5407044	107090.7218074	107907.4000741
4.31	93264.5246309	93821.0705924	95336.1939479	105342.0774455	105553.0693811	105664.9816897	106224.0625832	106497.7254993	107035.7675547	107058.1671355	107608.752166	108995.1843775	93286.1933611	93845.8536676	95365.217273	104228.7528794	105274.4419488	105462.520733	105810.7325967	106142.8503858	106493.5554813	106989.7612828	107087.9717903	107836.5602477	93286.1933611	93845.8536676	95365.2150782	104228.7528794	105274.4419488	105462.520733	105810.7325967	106142.8503858	106493.5554813	106989.7612828	107087.9717903	107836.5602477	93264.5246309	93294.0834741	94603.3659636	104228.2590615	105354.6665103	105686.1522125	105552.2200143	106127.5156934	106499.2310953	107000.3684917	107059.8483112	107809.4046518
4.46	93237.333919	93792.5915644	95304.3613476	105346.9322244	105549.3010017	105652.9961801	106198.1119029	106438.7241345	107013.4601534	107035.3176318	107529.5349931	108948.0873166	93256.0660787	93815.3927837	95334.9890322	104215.9904297	105282.2157402	105461.023916	105784.7292426	106082.7033635	106436.8103157	106956.3001807	107088.4721924	107736.9977766	93256.0660787	93815.390589	95334.9868374	104215.9904297	105282.2157402	105461.023916	105784.7292426	106082.7033635	106436.8103157	106956.3001807	107088.4721924	107736.9977766	93237.333919	93262.8061446	94574.0287898	104215.529533	105359.3457094	105661.8453972	105548.6513568	106063.0472156	106440.0256191	106996.4179483	107037.2402295	107714.8066968
4.64	93211.986794	93765.8134648	95273.8982689	105350.4087025	105542.5170409	105635.8354588	106168.6298758	106370.8603842	106990.0136786	107017.667482	107445.0218973	108897.8781055	93227.7384882	93786.652581	95306.1193394	104200.0214556	105289.8271204	105456.0352577	105742.5571924	106034.1643543	106367.6341071	106929.7854507	107088.6324089	107631.9528292	93227.7384882	93786.6503862	95306.1171446	104200.0214556	105289.8271204	105456.0352577	105742.5571924	106034.1643543	106367.6341071	106929.7854507	107088.6324089	107631.9528292	93211.986794	93233.337286	94546.5352029	104199.6242065	105362.5412601	105624.760769	105542.1746605	106005.5953417	106371.97751	106991.5148851	107019.8073597	107615.6787854
4.85	93189.91862	93742.3801586	95246.9819003	105351.6860449	105532.6187351	105613.5609786	106137.995607	106300.2707589	106967.0807745	107005.4734716	107360.2673795	108847.7654632	93203.214393	93761.702705	95280.7041772	104181.6404554	105296.854698	105446.3191158	105687.6819507	106000.687889	106292.5891469	106910.4343725	107087.7479261	107528.7009895	93203.2121983	93761.702705	95280.7019825	104181.6404554	105296.854698	105446.3213106	105687.6819507	106000.687889	106292.5891469	106910.4343725	107087.7479261	107528.7009895	93189.91862	93207.8913974	94522.7287898	104181.3419699	105363.3686794	105575.6972155	105532.783341	105961.1297817	106301.2518105	106984.8428563	107007.7955132	107519.033132
5.11	93171.2523027	93722.3684618	95223.5990732	105349.7875893	105519.3602727	105585.2531408	106106.8126516	106228.4367125	106944.3717346	106997.5855534	107274.0665238	108797.0887712	93182.3116293	93740.3500183	95258.6579506	104160.5686961	105303.3708998	105429.4612695	105626.0095796	105976.8068545	106214.2059775	106895.9753839	107084.4733646	107427.411253	93182.3094345	93740.3500183	95258.6557559	104160.5686961	105303.3708998	105429.4612695	105626.0095796	105976.8068545	106214.2059775	106895.9753839	107084.4733646	107427.411253	93171.2523027	93186.1656038	94502.4998131	104160.4062849	105360.7262049	105515.8552628	105520.3457138	105928.4126986	106229.3014426	106974.5692489	107000.0524482	107425.0892114
5.43	93157.2981057	93707.2203229	95205.494611	105343.6115732	105504.3372342	105552.7862588	106078.2458337	106162.4363018	106923.0673322	106993.7074367	107192.2771081	108749.1094223	93166.6169985	93724.192296	95241.5959929	104138.6958545	105309.053098	105404.0790285	105569.3478144	105957.8025463	106141.9373714	106885.54156	107076.6776258	107337.6812453	93166.6148037	93724.1901012	95241.5937981	104138.6958545	105309.053098	105404.0790285	105569.3478144	105957.8025463	106141.9373714	106885.54156	107076.6776258	107337.6812453	93157.2981057	93169.8410808	94487.3450899	104138.6761018	105353.3957522	105453.4257043	105506.4639434	105906.7966423	106163.1452049	106958.9338763	106996.2182264	107342.3648339
5.85	93148.3237881	93697.1332689	95192.6794874	105332.2910718	105489.2044585	105518.0522039	106053.8270864	106104.9076118	106902.6452179	106992.7549168	107117.4099224	108704.6987309	93156.2577959	93713.343665	95229.6807152	104117.4968	105313.8837346	105370.6771846	105523.0606149	105938.3768468	106081.9044758	106877.6514471	107060.6493935	107265.8318357	93156.2577959	93713.343665	95229.6785205	104117.4968	105313.8837346	105370.6771846	105523.0606149	105938.3768468	106081.9044758	106877.6514471	107060.6493935	107265.8318357	93148.3237881	93158.9902551	94477.4292262	104117.5802004	105340.5191757	105394.2926548	105493.196702	105893.4262478	106105.6538255	106935.968051	106995.4917654	107274.9444223
6.44	93143.7696895	93691.8066196	95185.4960827	105317.037585	105476.9599689	105485.7389541	106035.6677555	106059.860444	106882.8573853	106993.9708062	107056.2225903	108666.4157712	93150.9289519	93707.6263509	95223.0569709	104099.8247028	105317.4677553	105336.1538253	105488.8115989	105916.2011302	106041.2599691	106871.1023241	107034.9971988	107219.8167847	93150.9289519	93707.6263509	95223.0547761	104099.8247028	105317.4677553	105336.1538253	105488.8115989	105916.2011302	106041.2599691	106871.1023241	107034.9971988	107219.8167847	93143.7696895	93153.384873	94472.3571675	104099.9278559	105323.6591346	105345.5319762	105482.6838673	105886.3855017	106060.5364258	106906.6857459	106996.775692	107227.5620444
7.37	93142.9356859	93690.5204983	95183.1520937	105302.953898	105462.1607946	105469.2717726	106024.9310566	106030.2620954	106865.4376839	106996.1238523	107015.9885011	108637.9521065	93149.7657364	93706.2019606	95221.0026884	104088.9607086	105309.1694195	105321.0100758	105466.7258669	105895.52662	106020.9256446	106865.2313777	107009.2681879	107197.9724748	93149.7657364	93706.2019606	95221.0004936	104088.9607086	105309.1694195	105321.0100758	105466.7258669	105895.52662	106020.9278394	106865.2313777	107009.2681879	107197.9724748	93142.9356859	93152.1053359	94471.3102735	104089.026551	105308.4012583	105313.4316168	105476.2422869	105884.2785452	106030.8568716	106879.4335811	106998.9441013	107200.6127546
9.28	93143.7653	93691.2074538	95183.5186163	105296.3981908	105455.5853347	105463.1615989	106014.7737707	106024.3626173	106856.0705067	106995.261317	107002.1989101	108623.7959928	93150.5536503	93706.8998899	95221.4723641	104086.335792	105305.791705	105311.2654022	105462.979435	105882.8409864	106015.7526276	106859.6874486	106998.7882743	107191.2170457	93150.5536503	93706.8998899	95221.4701693	104086.335792	105305.791705	105311.2654022	105462.979435	105882.8409864	106015.7548223	106859.6874486	106998.7882743	107191.2170457	93143.7653	93152.8800814	94472.1201348	104086.3731027	105295.36666	105313.361385	105464.0131605	105889.5700786	106016.6897843	106869.9764192	106996.6308387	107190.556427
