R	1A1	2A1	3A1	4A1	5A1	6A1	7A1	8A1	9A1	10A1	11A1	12A1	1B1	2B1	3B1	4B1	5B1	6B1	7B1	8B1	9B1	10B1	11B1	12B1	1B2	2B2	3B2	4B2	5B2	6B2	7B2	8B2	9B2	10B2	11B2	12B2	1A2	2A2	3A2	4A2	5A2	6A2	7A2	8A2	9A2	10A2	11A2	12A2
2.1	97506.7804806	96700.0817253	98615.9394183	105881.4582962	107793.7034367	105903.0194839	107736.4337268	108891.2236348	108926.940936	109861.624127	110315.8751582	110918.9585203	95675.6904741	97842.0389517	99400.721437	105833.9881285	107661.2395238	105978.6328834	106509.7570985	108671.0291279	107490.4026666	109919.9165888	109182.8527441	110902.541818	95675.6904741	97842.0345622	99400.7148528	105833.9881285	107661.2395238	105978.6262992	106509.7570985	108671.0291279	107490.4026666	109919.9100045	109182.8527441	110902.5352337	97506.7804806	95655.7599829	98529.3303398	105802.6383724	105881.8643243	106496.9375854	107803.9068123	108893.8002669	107490.5233776	109121.2615787	109861.6482693	110834.1579128
2.11	97380.7296164	96651.3342153	98501.0005545	105851.4231931	107677.5245414	105875.352512	107720.3791576	108778.6331495	108815.7199725	109761.1881469	110205.3433451	110822.6684159	95634.3875434	97717.6034207	99277.9714712	105798.8063453	107544.8192063	105944.344362	106462.622727	108559.7181799	107426.4302014	109819.1777336	109069.9988894	110803.9340614	95634.3875434	97717.5990312	99277.9648869	105798.8063453	107544.8192063	105944.3377777	106462.622727	108559.7181799	107426.4302014	109819.1733441	109069.9988894	110803.9274772	97380.7296164	95613.5286746	98407.8796638	105765.7688293	105851.8577529	106447.6545572	107687.6906062	108781.2053922	107426.2897376	109008.2584812	109761.2122891	110735.8969262
2.12	97259.2964983	96603.4887459	98391.1798392	105822.7620012	107566.1389719	105849.1516307	107704.2565513	108670.9040274	108709.8607742	109665.2470071	110100.0547808	110730.9367995	95594.3860974	97597.8492836	99159.869978	105764.0393692	107433.181241	105911.0742028	106414.125418	108453.3146845	107370.3917441	109722.9381084	108962.0678506	110709.8277296	95594.3839026	97597.8448941	99159.8633938	105764.0393692	107433.181241	105911.0676186	106414.125418	108453.3146845	107370.3917441	109722.9337189	108962.0656558	110709.8211454	97259.2964983	95572.5790981	98291.1433028	105729.3601829	105823.2294822	106396.6179268	107576.2655313	108673.4718806	107370.0076635	108900.1825891	109665.2733441	110642.1285852
2.13	97142.3099363	96556.4728907	98286.306082	105795.4110728	107459.3711486	105824.355387	107687.8749649	108567.8519097	108609.2799408	109573.6229333	109999.8624175	110643.5771178	95555.607125	97482.6053502	99046.2391831	105729.4260253	107322.6669858	105878.8004585	106365.0596697	108351.6430622	107326.1412692	109631.0155491	108858.9169692	110620.0735797	95555.607125	97482.6009607	99046.2325989	105729.4260253	107322.6669858	105878.7938742	106365.057475	108351.6430622	107326.1412692	109631.0089648	108858.9169692	110620.0669954	97142.3099363	95532.8388269	98178.9434825	105693.2280746	105795.9136697	106344.5782972	107469.4538131	108570.4153733	107322.0568464	108796.8978282	109573.6470755	110552.7080367
2.14	97029.6031296	96510.6004983	98186.2936878	105769.3133445	107357.0762183	105800.8979386	107671.056624	108469.3626694	108513.9379668	109486.138151	109904.7574761	110560.4335437	95518.0133156	97371.7070143	98936.9100909	105694.6305174	107223.5302955	105847.505571	106316.0992693	108254.5233436	107281.3289393	109543.2366708	108760.307018	110534.4806687	95518.0133156	97371.7026249	98936.9035067	105694.6305174	107223.5302955	105847.4989867	106316.0992693	108254.5233436	107281.3289393	109543.2300866	108760.307018	110534.4740845	97029.6031296	95494.2683554	98071.113402	105657.1201084	105769.8510574	106292.1875083	107367.0842615	108471.8646802	107280.5015199	108698.158387	109486.164488	110467.4443377
2.15	96921.0158616	96465.0660968	98090.837587	105741.1964497	107212.0364091	105779.9490851	107666.8331578	108397.9442044	108430.056958	109402.380048	109816.6362174	110485.9175173	95481.5410216	97264.9962545	98831.7202902	105659.3828919	107125.1771295	105817.2400195	106268.0189621	108161.7931177	107245.9364604	109459.4456466	108666.0777803	110452.9041435	95481.5410216	97264.9896703	98831.713706	105659.3587497	107125.1771295	105817.2290458	106268.0145726	108161.790923	107245.9342657	109459.4280886	108666.0755856	110452.8887803	96921.0158616	95456.8084256	97967.4906502	105620.8650943	105744.9933608	106240.2093317	107268.9900756	108377.6486111	107244.8917612	108603.8128278	109402.665365	110386.192635
2.16	96816.387916	96420.1988982	97999.8456002	105720.6536243	107165.0995647	105757.795316	107635.0781479	108285.1071333	108338.8081858	109322.9521794	109728.5808011	110406.019973	95446.1353743	97162.3172436	98730.5095646	105623.3495471	107030.9215549	105788.0652569	106221.4661983	108073.2811942	107215.7038302	109379.4581177	108576.0624556	110375.1662295	95446.1353743	97162.3128541	98730.5051751	105623.3495471	107030.9215549	105788.0586727	106221.4640035	108073.2811942	107215.7038302	109379.4515334	108576.0602608	110375.1596453	96816.387916	95420.4107529	97867.9150106	105584.2764787	105721.2725428	106189.3241387	107175.0088443	108287.6003651	107214.441851	108513.6921552	109322.9785164	110308.783933
2.17	96715.5722447	96375.9550075	97913.1619003	105697.9555581	107075.1303296	105738.0074833	107615.4329738	108199.0774678	108259.0796369	109246.9129991	109647.3795775	110334.4317382	95411.7458945	97063.5229337	98633.1264765	105586.6051046	106906.6703826	105757.6175415	106177.8807315	107958.6847109	107250.2184105	109303.0699727	108493.2546776	110303.1741614	95411.7458945	97063.5185442	98633.1198923	105586.6051046	106906.6703826	105757.613152	106177.8785368	107958.6847109	107250.2162157	109303.0633884	108493.2546776	110303.1653824	96715.5722447	95385.0270531	97772.2284614	105547.8941693	105695.5896216	106140.8663352	107041.4102475	108181.2517384	107248.6798933	108430.9941146	109246.8010671	110237.145219
2.18	96618.4239945	96332.2971141	97830.6306604	105676.2824384	106988.9755636	105719.3345818	107594.3129301	108116.9061664	108184.6514004	109174.3766339	109570.5897939	110266.3924082	95378.3242979	96968.4706662	98539.423978	105548.2233813	106854.0908455	105733.3238947	106134.9405202	107908.3021148	107167.9505402	109230.3119381	108408.0699895	110230.6180435	95378.3242979	96968.4662767	98539.4173938	105548.2233813	106854.0908455	105733.3195052	106134.9361307	107908.2999201	107167.9505402	109230.3053539	108408.0699895	110230.6092645	96618.4239945	95350.6134311	97680.2883441	105509.5826779	105676.9935362	106093.0581765	106998.7794953	108119.3906192	107166.2232748	108345.5350832	109174.4029708	110164.8612496
2.19	96524.8027016	96289.1966863	97752.0938588	105655.5903703	106906.4904135	105701.7239375	107571.4327	108038.4461809	108115.6068766	109105.20262	109498.0819604	110201.7549349	95345.8244947	96877.0243668	98449.2572158	105508.9681489	106771.2172252	105707.8802009	106095.5909138	107831.5298892	107149.2381332	109160.8569967	108329.809726	110163.5070911	95345.8244947	96877.0199773	98449.2506315	105508.9681489	106771.2172252	105707.8758114	106095.5865243	107831.5298892	107149.2381332	109160.8526072	108329.809726	110163.4983121	96524.8027016	95317.1259921	97591.9498056	105471.3523921	105656.3519472	106048.5070214	106916.235087	108040.928439	107147.2518878	108267.219951	109105.228957	110098.0575617
2.2	96434.5744865	96246.6317765	97677.3956685	105635.8288746	106827.5344153	105685.1294607	107546.51794	107963.5570476	108052.0250762	109039.2482989	109429.7243922	110140.3788546	95314.2003952	96789.0501561	98362.4923103	105468.6528542	106691.8530043	105683.75116	106059.0308299	107758.3768003	107133.2998856	109094.6283323	108255.1993255	110099.646558	95314.1982005	96789.0457666	98362.485726	105468.6506594	106691.8530043	105683.7467705	106059.0264404	107758.3768003	107133.2998856	109094.6217481	108255.1993255	110099.6399738	96434.5744865	95284.5230358	97507.0723819	105432.5295248	105636.6453202	106006.6905201	106837.2220255	107966.0327215	107131.0305179	108192.5744346	109039.2768306	110034.4999036
2.21	96347.6098591	96204.5804374	97606.384652	105616.9562511	106751.9780792	105669.5006723	107519.3557598	107892.0961081	107993.9455049	108976.3819859	109365.3788201	110082.1368721	95283.4059099	96704.4229335	98278.9931873	105427.4442976	106615.8621084	105660.9170195	106025.2471001	107688.704579	107119.7275745	109031.4898708	108184.1136876	110038.9003699	95283.4059099	96704.4163493	98278.9887978	105427.4421029	106615.8621084	105660.91263	106025.2449053	107688.704579	107119.7253797	109031.4832865	108184.1136876	110038.891591	96347.6098591	95252.7672515	97425.5221936	105393.1777237	105617.8297602	105967.7227996	106761.6020417	107894.5695872	107117.1421633	108121.4844072	108976.4105176	109974.052201
2.22	96263.7837189	96163.0316952	97538.9027875	105598.928605	106679.691915	105654.7980669	107489.8232535	107823.9316775	107941.3220729	108916.4719962	109304.9091701	110026.8973024	95253.4059227	96623.0175985	98198.636941	105385.570733	106543.1150475	105639.3294949	105994.1453503	107622.3793458	107108.1612615	108971.3099272	108116.4408801	109981.1324526	95253.4059227	96623.0110143	98198.6303568	105385.570733	106543.1150475	105639.3251054	105994.1409608	107622.3793458	107108.1612615	108971.303343	108116.4408801	109981.1258683	96263.7837189	95221.8213287	97347.1719455	105353.4045312	105599.8657617	105931.6236124	106689.2478404	107826.4007671	107105.2312751	108053.8379367	108916.5005279	109916.5805744
2.23	96182.9775496	96121.9811604	97474.7986376	105581.7064308	106610.5530171	105640.9733599	107457.9379793	107758.9342659	107893.9879794	108859.3932292	109248.1749782	109974.5416294	95224.1565388	96544.71344	98121.2962762	105343.2977245	106473.4845264	105618.9227438	105965.5719482	107559.269416	107098.3024611	108913.9677906	108052.0711659	109926.2199002	95224.154344	96544.7090505	98121.2896919	105343.2955297	106473.4845264	105618.9205491	105965.5675587	107559.2672212	107098.3024611	108913.9612064	108052.0711659	109926.2111212	96182.9775496	95191.6545408	97271.8943421	105313.3548007	105582.7116246	105898.329311	106620.0365159	107761.4011607	107094.9840047	107989.5296754	108859.4217609	109861.9577285
2.24	96105.072835	96081.428833	97413.9163752	105565.2524178	106544.4406743	105627.987046	107423.8711272	107696.9787725	107851.6315706	108805.0249738	109195.0270018	109924.957921	95195.6204474	96469.4007208	98046.8548711	105300.8908365	106406.8520288	105599.6287291	105939.3425351	107499.2474941	107089.885609	108859.3383605	107990.8991971	109874.0332226	95195.6204474	96469.3963313	98046.8482869	105300.8886417	106406.8520288	105599.6265344	105939.3381457	107499.2452994	107089.885609	108859.333971	107990.8991971	109874.0266384	96105.072835	95162.2295772	97199.5686725	105273.1975277	105566.3278435	105867.7169896	106553.8495517	107699.4412779	107086.1303981	107928.4652491	108805.0535055	109810.0585627
2.25	96029.9598376	96041.3769078	97356.1067576	105549.5270606	106481.2407599	105615.8018146	107387.9497145	107637.9466813	107813.7985339	108753.2509086	109145.3159981	109878.0342451	95167.7625326	96396.9675086	97975.1964045	105258.6046595	106343.101233	105581.3706346	105915.2617788	107442.1906746	107082.6824517	108807.3097047	107932.8327942	109824.4582932	95167.7625326	96396.9631191	97975.192015	105258.6024648	106343.101233	105581.3684399	105915.2573893	107442.1906746	107082.6802569	108807.3031205	107932.8327942	109824.4495142	96029.9598376	95133.5222956	97130.0742257	105233.1126812	105550.6814971	105839.6308212	106490.5706264	107640.4047972	107078.4334228	107870.5612574	108753.2794403	109760.7667556
2.26	95957.5288202	96001.8341637	97301.2205422	105534.5018274	106420.8435364	105604.3781601	107350.599522	107581.7172811	107779.9533512	108703.9612962	109098.8927244	109833.6696434	95140.5498732	96327.3084558	97906.2133335	105216.6718367	106282.120207	105564.0804233	105893.1343465	107387.9848305	107076.4866829	108757.7676965	107877.7819727	109777.3765956	95140.5498732	96327.3018715	97906.2067493	105216.669642	106282.120207	105564.0760338	105893.129957	107387.9848305	107076.4844881	108757.7611122	107877.7819727	109777.3678166	95957.5288202	95105.4975801	97063.3012643	105193.2802307	105535.7352748	105813.8864472	106430.0878078	107584.1710075	107071.6779937	107815.7321054	108703.9898279	109713.9637907
2.27	95887.6766297	95962.807185	97249.1062913	105520.1372129	106363.1436562	105593.6787719	107312.2924201	107528.1786399	107749.5188042	108657.0442045	109055.5969641	109791.7631576	95113.9473533	96260.3182145	97839.7981157	105175.2898952	106223.7992136	105547.6878632	105872.7802694	107336.515835	107071.1161387	108710.606988	107825.6611376	109732.6783924	95113.9473533	96260.3116302	97839.7915315	105175.2898952	106223.7992136	105547.6856684	105872.7758799	107336.5136402	107071.1161387	108710.6004037	107825.6611376	109732.6696134	95887.6766297	95078.1312885	96999.1356615	105153.8625871	105521.4584501	105790.2973139	106372.3001378	107530.6301715	107065.6775573	107763.9141452	108657.074931	109669.5399309
2.29	95755.3158698	95886.3619767	97152.6252439	105493.2713234	106255.432092	105574.3189148	107234.6203485	107428.743464	107696.7285715	108569.9281397	108977.7515076	109714.9624003	95062.4564104	96133.9556962	97714.2608221	105094.8239116	106114.7312962	105517.367443	105836.7337561	107241.3538302	107062.2010792	108623.0102737	107729.9328883	109650.0154678	95062.4564104	96133.9513068	97714.2542379	105094.8239116	106114.7312962	105517.3652483	105836.7271719	107241.3538302	107062.2010792	108623.0014947	107729.9306935	109650.0066888	95755.3158698	95025.2730186	96878.216114	105076.8708869	105494.7856984	105748.8517248	106264.3954359	107431.1884114	107055.2327597	107669.0703786	108569.9588661	109587.4103296
2.3	95692.6185523	95848.9744734	97107.97752	105480.7129851	106205.2294652	105565.5947982	107196.0191506	107382.6384285	107673.4576765	108529.5294445	108942.8791837	109679.8903544	95037.5109239	96074.3968659	97654.9478033	105055.9834864	106063.7846504	105503.3342352	105820.7516136	107197.4676831	107058.3492994	108582.3789354	107686.1937892	109611.8466349	95037.5087292	96074.3902817	97654.9412191	105055.9834864	106063.7846504	105503.3320404	105820.7472241	107197.4676831	107058.3471047	108582.3723512	107686.1937892	109611.8378559	95692.6185523	94999.7349506	96821.2558633	105039.5360576	105482.3327079	105730.6528885	106214.0852665	107385.0811811	107050.4657707	107625.9545875	108529.560171	109549.5026715
2.31	95632.1225653	95812.1619937	97065.5486845	105468.6989438	106157.3576589	105557.4676527	107157.9907815	107338.8378766	107651.8306464	108491.1148	108910.6888397	109646.9845232	95013.0592554	96017.1293507	97597.8119729	105018.1899551	106015.1051774	105489.9945672	105805.9678025	107155.9452779	107054.6818784	108543.7360373	107645.1344755	109575.6574631	95013.0592554	96017.1249612	97597.8053887	105018.1899551	106015.1051774	105489.9923724	105805.963413	107155.9430832	107054.6818784	108543.7272583	107645.1344755	109575.6508789	95632.1225653	94974.7609325	96766.5013326	105003.1054637	105470.4327934	105713.9333112	106166.0817754	107341.2499028	107045.7975454	107585.6612402	108491.1455265	109513.5702851
2.32	95573.7401189	95775.9420956	97025.2092475	105457.200668	106111.6937674	105549.9045569	107120.6998471	107297.188176	107631.4919324	108454.5920268	108880.6273996	109616.0561583	94989.0838468	95962.0697503	97542.7677357	104981.5047707	105968.6028928	105477.3045441	105792.2725856	107116.7734459	107050.9903151	108506.9784263	107606.7044677	109541.3469942	94989.0838468	95962.0675555	97542.7721252	104981.5047707	105968.6028928	105477.3045441	105792.2725856	107116.7734459	107050.9903151	108506.9828158	107606.7044677	109541.3513837	95573.7401189	94950.3312114	96713.8603426	104967.651532	105459.0552286	105698.5613081	106120.2993676	107299.5980075	107041.085425	107548.1727787	108454.6227533	109479.5253805
2.33	95517.3922024	95740.3279473	96986.8363032	105446.19621	106068.174143	105542.8835635	107084.3350956	107257.6300687	107612.2747338	108419.8777246	108852.7343689	109587.0811176	94965.5561665	95909.1346643	97489.7316914	104945.9718281	105924.1922014	105465.2356342	105779.5825625	107080.2945677	107046.7215335	108472.0468442	107570.8796239	109508.8515805	94965.5561665	95909.1324695	97489.7360809	104945.9718281	105924.1922014	105465.2356342	105779.5825625	107080.2945677	107046.7215335	108472.0490389	107570.8796239	109508.85597	95517.3922024	94926.4260347	96663.240714	104933.2269363	105448.1802607	105684.4117787	106076.6502532	107260.0355107	107036.1845565	107513.4672554	108419.9084511	109447.2735836
2.35	95410.4795259	95670.9651853	96915.5180222	105425.5634001	105987.2494574	105530.3581464	107014.7879749	107184.4265006	107576.6079117	108355.545321	108802.860954	109534.7013024	94919.7671744	95809.3132131	97389.3571641	104878.4570424	105841.3185812	105442.8272745	105756.886691	107008.0961934	107042.9377909	108407.2908546	107506.896185	109448.9240328	94919.7649797	95809.3110183	97389.3593588	104878.4570424	105841.3185812	105442.8272745	105756.886691	107008.0961934	107042.9377909	108407.2952441	107506.896185	109448.9284223	95410.4795259	94880.1256668	96567.7297445	104867.6128009	105427.8327677	105659.3741129	105995.4468348	107186.8275531	107025.2854464	107452.3742974	108355.5782422	109387.8244905
2.36	95359.7633284	95637.2429084	96882.3576003	105415.8889584	105949.6973482	105524.807633	106981.7307061	107150.6164339	107559.9453978	108325.7713928	108780.593058	109511.1538694	94897.3697884	95762.2622419	97341.8562699	104846.4642256	105802.6800725	105432.4285665	105746.7403789	106977.2336709	107038.0764279	108377.3150096	107478.6585791	109421.3272928	94897.3675937	95762.2578524	97341.8606594	104846.4642256	105802.6800725	105432.4285665	105746.7403789	106977.2336709	107038.0764279	108377.3172044	107478.6585791	109421.3294876	95359.7633284	94857.6009855	96522.654045	104836.4320402	105418.3119583	105648.299423	105957.7147564	107152.9999284	107018.9711613	107425.923215	108325.8043139	109360.4581989
2.37	95310.7809805	95604.1680816	96850.7247219	105406.6139605	105913.9844364	105519.6982636	106949.8564056	107118.5555799	107543.9676448	108297.4942814	108759.9229373	109489.270054	94875.3455093	95717.0197416	97296.0541094	104815.663156	105765.8302822	105422.5368449	105737.3029698	106947.6506856	107033.2809072	108348.8359816	107452.8922576	109395.2076171	94875.3455093	95717.0175469	97296.0563041	104815.663156	105765.8302822	105422.5368449	105737.3029698	106947.6506856	107033.2809072	108348.8403711	107452.8922576	109395.2098118	95310.7809805	94835.5372009	96479.2726896	104806.3662107	105409.1949821	105638.0872685	105921.8152912	107120.9215164	107012.0138156	107402.1782548	108297.5272026	109334.5645821
2.38	95263.4600555	95571.7472893	96820.5228181	105397.734017	105880.1129167	105515.0124803	106919.1804365	107088.2044333	107528.6219786	108270.6437552	108740.7276862	109468.9862087	94853.7777374	95673.5352332	97251.8848401	104786.0845601	105728.0762563	105413.149915	105731.2410805	106919.669865	107028.2154327	108321.790123	107429.5994151	109370.5035528	94853.7755427	95673.5308437	97251.8892296	104786.0845601	105728.0762563	105413.149915	105731.2410805	106919.669865	107028.2154327	108321.7945125	107429.5994151	109370.5057475	95263.4600555	94814.0155187	96437.5330045	104777.4526229	105400.4752551	105628.6761964	105887.7089337	107090.5352539	107004.4243828	107381.1262483	108270.6766764	109310.0843819
2.4	95173.5522734	95508.8897553	96764.067359	105380.9837132	105817.3190304	105506.8326608	106861.397156	107032.1703656	107499.6886382	108220.9481147	108706.2943115	109432.9418902	94811.6495822	95591.5131745	97168.1684372	104730.417015	105665.2121381	105395.7367978	105713.0598021	106868.1942853	107016.5306034	108271.7191809	107390.1356818	109325.0415779	94811.6495822	95591.508785	97168.1728267	104730.417015	105665.2121381	105395.7367978	105713.0598021	106868.1942853	107016.5306034	108271.7235704	107390.1356818	109325.0437726	95173.5522734	94772.2582756	96358.6340697	104722.9351248	105384.1134214	105612.0136825	105824.5397457	107034.4967966	106987.0332132	107346.6577576	108220.9810359	109265.0503825
2.41	95130.8512893	95478.4595978	96737.6513925	105373.0936003	105788.341795	105503.3035087	106834.2657022	107006.3820965	107486.0482899	108197.9800947	108690.8454923	109417.0497323	94791.0694462	95552.8527184	97128.4940084	104704.2863655	105634.7885648	105387.6886632	105706.1024564	106844.6380732	107009.8256535	108248.5689969	107373.8177431	109304.1519826	94791.0694462	95552.8483289	97128.4962031	104704.2863655	105634.7885648	105387.6886632	105706.1024564	106844.6380732	107009.8256535	108248.5711917	107373.8177431	109304.1541774	95130.8512893	94751.9963778	96321.3475249	104697.3026828	105376.4361989	105604.6634771	105795.3562041	107008.7063329	106977.2885396	107332.9844882	108198.0130159	109244.3670934
2.43	95049.6149498	95419.5943073	96688.1071895	105358.1781044	105734.9502017	105497.2657617	106783.4178199	106958.94485	107460.3829267	108155.4898063	108663.0292777	109389.1940123	94750.8112148	95479.8774039	97053.2054313	104655.3018228	105578.2080052	105372.8214517	105693.7394505	106801.5683718	106994.7257989	108205.7297439	107347.4632295	109265.7417276	94750.8112148	95479.8730144	97053.2098208	104655.3018228	105578.2080052	105372.8214517	105693.7372557	106801.5683718	106994.7257989	108205.7319386	107347.4632295	109265.7439223	95049.6149498	94712.6423819	96250.7491206	104649.1872596	105361.9859892	105591.688137	105741.5015194	106956.0916798	106961.2471389	107311.912729	108155.5249223	109206.3540875
